LL20_1	LL20_2	LL20_3	LDZT8_1	LDZT8_2	LDZT16_1	LDZT16_2
8.73975918682468	8.64962506251748	8.67864865119256	8.19919307334473	8.39555259641823	8.5024692339211	8.49296895881479
8.60743236164205	8.40315778579965	8.53977849087513	8.01038325253267	8.36220685061503	8.49595224919331	8.65160079072574
9.35195700400409	9.27807931116876	9.28136440937748	9.1042903871302	9.24818134300736	9.21715591078204	9.241279526575
9.68361022895971	9.60828078239542	9.58896765632951	9.94174834920658	9.86583122317684	9.91557507400034	9.97975106559704
8.937457924228	8.78838128038091	8.85498072257418	8.83981974918089	9.14542585230352	9.20621881811874	9.38686475893385
8.66005444438376	8.59651372605792	8.5541681477797	8.74325754288389	8.43243553098765	8.60444120702238	8.60357055469368
8.71283873323603	8.57647597282138	8.60702415036548	8.5876650161722	8.71462103716636	8.86494900093037	8.89130012536123
7.07926158541157	6.76311836920863	6.91552863347543	6.32770781386742	6.84103241670866	6.12671843952759	6.48025790706523
9.55534584074583	9.41660463604299	9.46346218655713	9.41324062801935	9.71329928257011	9.80096233963248	9.91510751446878
6.98072929317446	6.92439927624168	6.99362500066594	6.44570502326587	6.33610941391263	6.21269166263744	6.10853944546634
9.35228007981798	9.31671669902044	9.22743548709093	9.24331562657704	9.14999237896773	9.44526785595998	9.35646695890992
7.36322183009991	7.43062510635792	7.30538129049602	7.39575320129051	7.19929272428226	7.20472095152887	7.24504144537121
5.2827949794967	5.00906167331107	5.01042024320893	5.39183815128713	5.35882949041271	5.5032817909918	5.17314852688942
8.05802775097234	8.00531927162525	7.94989062826691	7.55827416664956	7.49428227459788	7.58844917425448	7.56295647775194
8.61445278931982	8.398171917946	8.48194493383425	8.52112116823209	8.70401293760038	8.62399837359234	8.81910930498907
7.88214857252347	7.80462192138812	7.8062795264287	7.84841577286928	7.7597089266949	7.65577219909809	7.81489705370215
8.69205829432945	8.57331978026769	8.59036466916346	8.69005017720068	8.8987637355845	8.88066821332467	8.88729374944334
9.0710410786066	8.95090751849762	9.01042024320893	9.48390583219821	9.42330281916613	9.45663932516848	9.54780728317167
9.36033355077508	9.3495575282377	9.2851650690896	9.32463061033841	9.24513575386514	9.48282929307525	9.39760798152636
8.02192841034561	7.96927373355726	7.94290842448292	7.23896360203734	7.64238091358702	7.691859499336	7.81489705370215
8.15009694670917	8.04959983318595	8.1518651449554	8.0407037038756	8.23288869355386	8.27110834886276	8.29428496439105
8.85823470609935	8.76422600461112	8.76679123654773	9.18794831617711	9.33782588650165	9.49962167476	9.2918623021242
9.27599941798784	9.13983893693636	9.21842874638272	9.62566620459676	9.54271294944494	9.68184571070798	9.53352305716542
8.96855812100534	8.82546507206775	8.88579986607223	8.69482468252103	8.81579987153373	8.92075421918769	8.976737602275
8.24779804484015	8.02115786512203	8.1699178732009	7.91267031458857	8.12038072285719	8.0046348590622	8.21849965791871
8.07378645534541	7.90845773237266	8.01874510785986	8.17205694340722	8.66352304788372	8.691859499336	8.72167515408344
8.63637298002027	8.58590333183583	8.59315464303797	8.79457219001123	8.60295543369644	8.79632876589203	8.82666050301799
8.99693718554826	8.83919506993555	8.95510519433273	9.18229289913148	9.54914803835453	9.585766515682	9.72885722263546
9.04169442818579	8.94359284147499	8.94858403644246	8.47375571329179	8.64423170927496	8.65211332054324	8.8157404884183
8.31762496365979	8.21912100116421	8.22419953424067	8.20143154554074	8.53175698001655	8.81608300023307	8.97144884783883
9.2827949794967	9.07392308562428	9.15262186935821	8.7886290506452	9.0460301850646	9.16367927315422	9.30273238734311
4.29360173445328	3.90845773237266	4.04994860739557	4.39183815128713	4.65161123964056	4.74228892617914	5.02931275431577
9.90302858807828	9.7348649797554	9.79880627949526	9.65045538906133	9.85628218638995	10.1468780122928	10.1388485641258
9.08704733037816	8.93033223199543	9.00958510857438	8.83550245406611	9.07856054716256	8.97974521997048	9.12836356984132
9.07025572472716	8.82652587729267	8.92308784808659	8.71689913565946	9.08470694953294	9.22407295505044	9.23183158815359
9.07809009120112	8.86987527005361	8.88670979674944	8.75244671433855	9.45158663133256	9.36350195316966	9.49875763900475
3.6537772986976	3.50406747729333	3.59538274393009	4.1162037086737	4.10299058598312	3.99426814350394	4.00585378149178
6.61552982934064	6.4853829140284	6.4128796764083	6.19919307334473	6.63681423771248	6.56995283063709	6.44580385073611
9.27906138243591	9.22918308017837	9.16129579064825	8.89064400825857	8.84988086677683	8.95084907433602	8.99397968120348
7.7549895500559	7.60024001751621	7.66492367718316	7.54423322817187	7.60295543369644	7.65723315622637	7.81995028142844
9.76521629190315	9.61136149046524	9.63572320779529	9.61058563131412	9.85188433195214	10.0169204837083	10.084595189817
8.93357681133048	8.79598300311425	8.81490983157214	8.21478992839575	8.62561603110761	8.70463307551949	8.78764344436871
9.5497223877444	9.45655179621208	9.35718019107622	9.59534575325382	9.62795616956213	9.67284571245703	9.66523561803607
9.11549467705396	9.02208415410466	8.96848956274301	9.00654799540234	8.98818611049232	8.99946081272426	8.94007635907149
9.63079091946656	9.57836637934766	9.50790250897149	9.42382396687718	9.34467142741605	9.44569062374056	9.45936056617197
9.59520030026555	9.48168412504285	9.46620408483108	9.65127440415053	9.80052874725298	9.88254306094511	9.9264750929624
4.80494137203125	4.69272904131723	4.73934851830971	5.097094885726	5.3497843508097	5.27872153297264	5.47599588021107
6.09479128370517	5.72494366618239	5.90299116750038	5.92355863073131	6.09218383102654	5.68040947859246	6.17314852688942
6.26093554553296	5.9362408888862	6.05966376222878	6.03820119667243	6.44204285866169	6.17239029791287	6.43266844854697
9.53328931290532	9.32762204383997	9.39476431176481	9.60383221914165	9.83537319662697	9.94308460288016	9.95431676187628
6.79546861941097	6.7542265380355	6.7653077453724	6.15367841409237	5.99690332759343	6.1309306908145	5.84990350353006
8.92838569913577	8.77635419636532	8.71905711431664	8.59619664979332	8.72427707896282	8.80952826364689	8.93231991543706
8.85550232831121	8.69795515102402	8.81872901326219	8.54951460700792	9.14607909888062	9.346396476167	9.42881465297693
8.18025379118199	8.08282863884617	8.15715389939157	7.37210193322587	7.69511287827714	7.7018042608075	7.77034473542464
7.45512848740973	7.27458563117056	7.46985186184622	7.0180233147348	6.98234523190327	6.94488011654178	6.71536138015124
9.0827703711887	8.90895858120286	8.9808989989411	8.72936310122551	9.12568963424225	9.03417137973137	9.15460122775571
5.90346957693725	5.80892205882175	5.73531300507456	5.66269206158022	5.83780129544565	5.72567421232824	5.78936196159501
9.3066639494174	9.13941216721253	9.15639954902621	9.31018289977236	9.31186186766595	9.43721163935267	9.40154593105119
7.77247697678474	7.57899596479989	7.64570169724564	6.79901353279301	6.74770782922471	6.76414836014288	6.68614124123624
9.33669024735078	9.20817454816987	9.24988617790432	9.43528156547715	9.53774327508228	9.68686129325465	9.71626504134012
7.95373070332771	7.85435670836659	7.82917992853878	7.66269206158022	7.71989597920703	7.64550386364426	7.53659589121505
8.61714388325603	8.55103095626391	8.5976074090446	8.57217976867478	8.34751417718488	8.4885852797851	8.58588061184678
9.55506518807675	9.51989244445501	9.42138188722186	9.07162419820988	9.11104285827786	9.18611824857964	9.27048865133163
9.7461656996689	9.55006798256642	9.59036466916346	9.43433023340121	9.64006407505973	9.62362476358355	9.87115605275866
8.71233543825765	8.67987383641565	8.68179749574756	9.00270251545104	8.82480395491678	8.97857704578447	8.84164535252775
9.13214716566366	8.94993436834882	8.98897182394489	8.82392610275849	9.45633494623073	9.6543097610196	9.70720285676407
8.59219439986007	8.38671052665517	8.4607150672741	8.07284733947932	8.29074888051275	8.42568538597164	8.42163017709453
10.1215723902695	10.0582048518773	10.0426190655971	10.1822928991315	10.1738925076056	10.3585711901131	10.2581314448116
