T10_1	T10_2	T10_3	T14_1	T14_2	T14_3	T20_1	T20_2	T20_3	T26_1	T26_2	T26_3	T24_1	T24_2	T24_3
5.19197705885087	5.05327870625196	5.01603213981567	5.25556280614606	5.10871775387283	5.17750480358572	4.89919868698507	4.77174578045683	4.7280448116687	5.30456863307677	5.31335100103742	5.28466568793291	4.56886461433779	4.34258413516789	4.30329333880779
4.46497745889064	4.31591237291683	4.23464064551058	4.3294630250878	4.18065314685133	4.03322145532042	4.47040776445771	4.18880431475242	4.03546163049565	4.60989388020025	4.70969877922079	4.62161822012038	3.40337252930425	3.92205645852685	3.56772858981143
3.71767265553064	3.78726527409615	3.67070589379189	3.49647442823309	3.07089649531926	3.17350694936214	2.78131308528582	2.78051747026332	2.73245170486006	3.04705457654889	3.21704232587058	2.98544856679406	3.01481473190116	3.3256017391963	3.16772029853139
6.57702254159808	6.57109249012312	6.51999590281416	6.30104570668885	6.2279915836	6.25585576936777	6.29315302005985	6.50055867677569	6.46869092710967	6.25772779340189	6.24573747500794	6.13596486002321	7.01734340207117	7.5266653644365	7.45189635392846
4.62913352228645	4.68146471912856	4.76146344555905	4.7678498877351	4.68077618901356	4.75282839687827	4.98253085516815	5.21489871013652	4.96877859510883	4.69703495135322	4.60644752876282	4.67676189386269	5.53677899077185	5.64319989314015	5.34403978319464
7.81044145592441	7.66891601773364	7.58139832460526	7.32729262498393	7.35123913157532	7.47138080453588	7.20113606773967	7.1513759282162	7.32744582825741	7.37443298532416	7.32824863457469	7.33599704727036	6.72350723922066	6.80880739704731	7.07211469106904
5.8024127263782	6.00167895271869	5.7593345454788	6.19611827648184	6.30517749935942	6.22689704551666	6.37945218095357	6.51049346921223	6.54213814093131	5.96265694773269	5.98148754792341	6.1278741999278	6.24402380608763	6.11590048644706	6.11603647936889
3.89231868924065	4.27773201831499	4.49889662153909	4.39197140942095	4.59246810674928	4.40158586398798	4.92578567984537	4.84699851135534	4.68030894941559	4.83254062518019	4.81544743730936	4.22016222352377	3.79411531659283	3.60203650731196	3.68768015763896
7.95340466328272	7.95764473747535	7.8162339292913	7.68527488854268	7.36573406500057	7.45058479804838	7.19869203985589	6.76851630025732	6.75684602004365	8.01616846929337	8.04773970762901	7.72307561668371	5.56197644646001	5.64603474752208	5.35912886670337
4.92734102851853	4.70396291227894	4.66533169227439	5.07964143329002	4.87727055963915	4.89399606099246	4.79563837567923	4.68000705103668	4.47569046337297	4.68191811301979	4.65107604969127	4.60681551351408	5.02363598706772	5.37969757457468	4.69208363105986
