T10ºC_1	T10ºC_2	T10ºC_3	T14ºC_1	T14ºC_2	T14ºC_3	T20ºC_1	T20ºC_2	T20ºC_3	T26ºC_1	T26ºC_2	T26ºC_3	T24ºC_1	T24ºC_2	T24ºC_3
80.350807	99.637077	98.834572	74.067299	77.951141	71.5858	72.394524	64.336079	64.13456	49.005287	51.72123	43.586159	22.332022	19.661673	19.507116
34.556492	34.972816	34.631371	34.670013	36.108524	38.237526	48.839714	43.541016	40.020916	44.705292	46.87199	42.402946	22.344723	22.025927	20.44311
40.541611	47.93594	39.446323	40.865391	41.023464	39.701637	38.655117	42.300449	35.481297	38.376583	40.442986	33.096161	14.602506	16.95266	15.808303
95.029541	84.761093	97.636467	726.194702	704.942627	730.459167	706.818848	521.734619	465.986572	733.271362	700.406189	756.313232	1039.102295	686.652588	673.838928
18.283157	19.578285	19.559727	19.308258	21.928997	27.511684	20.486856	12.043315	11.240961	17.122137	19.120478	16.502117	16.2584	9.843792	9.556054
9.416629	8.69774	8.604526	7.489696	7.22767	6.851407	8.196397	5.128652	3.995625	8.032035	8.668652	7.60732	4.379833	3.285689	3.965891
171.690445	171.331284	165.484634	155.081802	156.270538	155.899734	109.466934	91.384415	88.538933	121.07457	122.078056	108.840607	56.099815	52.422638	46.947861
23.520683	23.588762	24.806293	25.46933	27.668623	28.631393	31.928471	30.680218	24.582836	28.669065	28.70706	28.613102	12.45356	15.225118	15.691372
72.023117	61.750137	66.168839	38.23045	32.332359	31.317936	19.487137	13.473934	14.114274	21.010042	20.570824	19.647722	17.015415	15.846321	14.283848
48.349144	50.529675	51.464088	48.237438	56.531029	53.516014	61.973991	67.804367	63.772327	58.362202	62.36665	68.826065	45.085217	42.106556	36.473732
113.692245	111.231682	108.925583	80.305008	83.139282	83.028694	54.017612	49.029465	53.705841	66.386139	66.705627	67.034142	44.796127	55.452194	46.848274
58.467144	59.084957	59.898838	50.326412	47.788994	49.206772	61.886673	40.011833	42.807747	45.497349	52.376606	52.818626	25.333916	30.124426	28.75289
37.351833	37.75716	37.669846	28.443579	28.201771	24.741928	34.731831	39.052937	39.652901	43.247707	44.636021	49.137321	83.348389	98.928909	102.200325
26.429359	32.539686	34.891327	27.405293	34.139313	26.283108	29.430086	37.798653	40.462311	38.515347	37.521046	34.629993	29.717707	28.454107	30.475151
51.426636	67.556343	74.858795	62.517735	59.739212	65.532097	71.420265	64.064541	73.602783	62.677395	58.344658	59.611877	30.752161	27.391426	24.397896
29.720922	25.77968	30.350431	25.451105	28.932999	30.00034	31.370197	29.371166	22.681902	29.94438	30.422054	31.035181	11.950662	9.098742	10.869073
27.129807	28.51343	29.66497	35.056259	40.886436	47.565548	51.262379	48.817432	44.279865	41.547512	39.452259	44.777454	27.78344	24.733816	24.709637
55.508308	80.849228	72.619186	231.182755	286.04306	282.746155	87.442841	66.592102	138.912521	33.002384	37.612862	19.548822	26.186239	31.837481	33.844036
70.39489	100.54821	120.792023	193.563766	201.969101	213.249863	219.536285	189.261749	186.746201	260.434143	257.54718	296.284271	234.372742	195.438904	214.235336
12.16564	15.742926	33.760857	33.445492	36.683201	33.868492	33.346363	26.184555	24.15222	29.74568	22.579268	31.931831	12.272667	7.347595	6.725192
162.63858	194.617554	213.347534	224.98114	243.004395	230.947662	307.289276	279.78949	327.473602	405.952484	361.789307	313.715149	76.009178	77.024834	86.390999
196.532639	178.36615	185.575211	140.361298	154.134048	156.246292	173.069534	158.691864	154.043884	145.903854	145.085129	154.949249	94.355515	83.279549	88.136215
11.651236	13.450161	10.544894	8.179501	7.690212	5.396314	24.876169	34.800282	37.716705	47.677959	47.297123	46.720135	59.671665	53.298252	67.899254
4.796111	4.966535	4.175296	2.996404	2.652213	2.646707	3.259746	3.657293	2.481328	2.147812	2.411013	2.256715	2.294117	2.35914	2.305786
118.381828	137.375732	142.777512	169.017441	174.82933	191.535004	180.007217	120.559883	94.102158	153.296478	143.452194	162.161087	149.203232	104.2034	136.352341
63.661064	65.935272	65.637886	68.866142	81.554596	73.834557	63.595615	59.067303	58.403488	48.589367	51.190132	54.335388	17.853413	11.938794	11.888948
407.121399	400.737732	366.497589	399.65979	390.564545	363.283783	78.546631	67.452209	74.686287	110.769493	108.564812	105.21785	146.316818	160.743423	147.881744
129.084763	135.324158	127.2258	155.153976	175.000336	160.691605	210.214859	215.505966	223.81012	124.662819	121.840744	114.521751	93.832939	102.979492	103.091438
181.651443	177.57663	160.023727	130.35434	138.947235	129.047684	126.573395	154.895737	161.786728	91.219208	95.893806	82.4869	49.935467	45.793854	51.747143
118.677872	126.59523	114.691887	94.693077	93.737396	89.680153	105.774895	97.502945	87.633652	66.999687	71.455177	68.197243	74.091507	67.038551	56.039429
11.788737	11.555695	14.483661	15.408833	14.878442	12.454716	8.187212	4.011298	2.697578	8.515243	7.159602	5.418121	3.828674	4.252503	3.514582
404.324768	370.512482	405.561554	270.322021	287.574341	273.225586	369.561737	490.045654	552.836182	347.759552	328.474854	310.519745	213.212662	195.32785	273.097321
370.620911	397.399902	370.672485	299.372803	302.517914	307.493378	225.289673	210.201675	228.391785	213.094574	214.883896	196.954681	162.483276	152.824203	145.894775
179.471222	192.285278	228.38858	278.75235	277.300629	260.779114	157.215271	146.733994	131.736954	205.787552	188.372665	203.512405	146.164856	145.018661	185.471573
47.419807	52.634857	46.754223	35.48745	36.252544	38.710873	34.387383	31.948408	32.967518	55.068607	56.876137	46.703754	8.118556	7.372923	6.95259
29.906137	31.987757	37.232132	26.524044	23.556736	28.717133	17.922951	10.940468	12.159772	37.007858	38.921463	34.703762	25.020969	24.1106	22.508587
85.245377	82.820656	73.052834	71.816963	73.550789	72.080658	62.831833	60.430511	60.815773	64.862896	64.711597	62.403122	38.78569	41.533699	37.194496
26.042061	23.475868	23.329847	20.708549	21.843061	22.493603	18.68038	18.19837	17.872904	22.409098	25.161369	20.06743	5.901909	6.100373	5.835512
76.44989	82.410431	79.428986	108.879272	109.295326	113.99334	106.636574	74.581085	63.100258	115.539619	110.188271	103.586555	13.071044	9.241153	10.273429
52.944252	44.713135	45.030804	43.380592	40.667698	40.243042	51.075935	46.231533	49.609299	50.131542	50.166267	48.638344	31.94195	31.442141	25.444433
133.404297	140.366257	134.025894	75.71788	71.717636	63.533218	96.60598	125.188591	123.500938	147.797699	153.198669	159.301025	427.701721	494.191345	514.853882
21.095669	22.368397	34.873295	58.548092	66.988594	77.691879	80.375153	88.181808	88.070061	92.060211	75.099564	88.121101	57.289429	41.149117	51.875111
131.483688	119.118813	112.010063	107.561729	106.882858	104.896729	100.892242	94.142715	89.174652	80.88623	84.382439	78.758286	71.329117	68.60981	63.488319
32.15505	36.606091	36.282864	54.74918	60.324017	63.506321	86.336502	79.163818	78.413177	95.926201	98.503052	98.1157	65.196571	49.850246	55.269939
29.88051	31.695208	37.62154	41.343838	44.861778	43.2369	54.816574	52.812435	58.462128	77.810333	78.06118	76.698807	33.119141	26.406265	29.881996
68.95414	64.372627	67.291191	50.672333	45.021629	47.27536	36.10466	22.577482	25.139753	48.535755	44.194328	38.482529	37.187183	36.087414	30.705257
63.696964	61.106972	64.727531	33.409832	38.650806	32.869133	54.690563	74.130447	65.924072	77.379295	82.045944	83.076149	174.65976	181.563339	175.757004
48.115829	51.896202	55.041157	38.332851	36.689293	41.594044	42.459064	24.533566	25.083078	33.262936	33.840984	32.097153	28.761656	25.201061	20.682583
17.7565	18.087002	18.500547	20.300058	22.758772	26.341513	22.649401	24.41708	25.184378	28.264137	28.091972	27.258314	15.038549	10.144016	11.227896
122.026527	165.185898	175.77858	145.764328	170.764374	169.190231	142.401062	154.742676	184.438416	161.421997	151.98703	137.832962	97.646194	63.492706	86.2658
66.654556	72.401398	65.89814	71.692261	68.372742	72.888336	99.511177	105.924294	110.662727	91.408524	95.646652	102.201591	66.977715	66.937302	65.125122
31.421644	33.785904	36.058876	31.92432	40.114513	41.261475	31.370319	20.272957	30.408691	40.146435	41.353081	37.880634	11.933696	9.467308	12.234468
48.973705	49.981335	48.552235	48.628433	49.82851	48.206268	54.977051	56.654354	54.149303	54.225269	56.3368	51.303226	25.809275	28.701483	27.183702
20.640144	16.530187	26.917662	27.120512	26.037317	23.427464	10.386199	11.806851	13.302789	44.132317	46.390469	53.444332	17.771749	21.901953	21.80694
41.111858	40.940327	36.642933	52.82655	53.268623	60.764442	61.528313	46.487022	45.819443	57.434864	55.884083	58.733025	39.196453	27.076982	30.23329
20.413197	20.35743	27.679438	34.775692	36.772209	42.114021	44.473312	41.653259	38.123226	44.431541	40.909019	46.785717	21.216682	17.336054	17.146713
8.238207	8.785077	11.553874	12.912004	12.338167	14.167789	17.60866	14.813532	17.283144	18.03089	14.235235	15.556491	3.93091	3.795699	4.434143
34.331837	32.945225	35.150681	23.572069	25.794012	28.161781	23.832636	19.837132	20.519236	33.63866	36.033863	32.465218	9.59921	10.694602	7.950988
1	1.374194	1.543596	1.130389	1.24923	1.807338	1	1.190423	1	1.230198	1.235809	1	1	1	1
32.698427	33.639626	31.152958	25.753353	26.218719	25.835718	22.103748	21.832344	20.032209	32.094065	31.749834	28.411169	9.323161	10.667202	8.84854
29.029493	24.54244	27.845181	19.522362	21.732115	27.788706	27.209505	26.94241	20.353313	28.815403	31.942165	29.30121	14.189015	15.086541	15.675855
22.460953	23.421059	25.98394	21.020037	22.291533	20.825476	25.340286	22.937349	19.814276	27.688089	27.00338	25.440384	21.231173	21.148207	20.581278
176.281265	155.179321	155.816208	166.301407	171.130768	160.755936	163.826614	146.054337	150.03688	172.971237	172.104477	171.879089	156.963669	147.416397	159.445084
41.291382	37.079048	48.062157	31.093287	30.62603	32.003424	28.471777	24.028788	31.434793	30.253395	31.087477	30.044928	21.330648	19.991079	20.563427
28.224596	27.302427	26.114367	24.060591	22.831539	22.319132	21.972523	21.831373	17.866959	29.967873	28.49651	31.005299	18.986322	24.746033	20.650127
43.402199	36.174221	40.584251	41.968327	43.331627	39.590042	1	40.057365	36.093513	39.820614	41.012112	39.748322	57.205063	50.963509	41.681431
25.712551	24.348877	24.359474	13.228683	10.466303	9.808865	18.635908	26.332865	24.242968	49.960995	54.561077	53.623764	92.439674	119.713295	110.153496
18.727488	19.714819	20.480103	16.885067	17.596888	16.691517	25.226467	32.796259	30.136478	31.160091	33.587086	33.165573	13.583471	17.764647	16.456491
19.617071	19.909443	15.361544	17.006374	18.924393	16.27998	29.154638	25.937387	23.917589	31.662865	27.71596	27.70575	11.770058	12.880477	12.360166
25.67457	24.410675	25.050665	19.964615	21.772591	20.131081	22.129633	20.336697	18.396538	21.875807	22.34441	21.032818	22.898811	25.55036	18.13596
21.031166	20.954243	22.647266	24.678341	25.159073	27.81391	35.37999	32.437775	29.271807	56.437164	57.543671	62.304562	92.73513	71.773888	87.734497
38.686272	29.250591	37.680016	33.291431	35.939133	32.325993	43.822861	42.31049	33.901402	40.080963	45.485889	52.182697	47.833958	53.892189	54.202335
28.136139	29.508789	26.887785	25.207808	24.969118	24.025595	37.956627	42.435005	33.005562	42.579212	38.984959	42.39632	28.165733	32.985342	27.20698
120.314445	123.239845	99.450233	97.787285	114.721695	105.593002	130.685394	140.423309	150.00264	147.501541	146.564484	129.896988	43.270622	26.747324	30.68614
45.132179	45.091255	39.812363	40.215576	41.061718	44.755894	43.460308	44.457886	42.439217	41.417801	40.559956	41.636082	26.961714	25.128922	21.041245
28.216391	24.375532	25.857136	30.610363	28.138889	28.614817	34.870213	35.717655	33.892181	33.13533	35.151909	32.593985	19.288029	19.819214	16.79076
43.884392	45.301949	37.845375	36.034111	41.675442	37.445187	46.214207	38.969383	36.21756	43.247162	41.403992	38.071545	24.286989	23.47377	26.035311
73.393631	66.027397	66.837494	51.597694	45.757511	44.777351	37.948887	32.521814	29.083776	32.246792	34.325756	31.354803	23.018335	33.294025	27.116396
56.616863	57.632267	55.077923	40.471222	39.026901	36.050316	50.109253	61.560581	51.808079	64.290356	65.005852	66.938919	62.02557	78.801224	67.105751
7.155995	6.069182	8.005957	10.00224	9.869818	10.620073	9.219813	13.352251	10.357265	30.336639	28.86657	25.680994	10.2128	12.891852	14.556375
77.796059	84.61512	88.186447	61.724194	72.339203	68.536255	76.218307	85.24189	89.679001	63.157402	66.251038	71.173431	59.79483	55.73674	57.814415
36.5438	34.163273	34.380985	28.129118	28.439753	28.262867	32.074114	35.909504	35.373516	32.979847	33.472034	35.550766	31.657553	36.064373	30.171196
17.959496	16.944079	21.547148	15.275447	12.871342	15.127647	22.013773	18.899351	18.70443	31.666368	26.478085	31.488054	7.462196	7.283765	7.423023
38.364574	37.267338	35.83128	35.21743	36.911171	37.802956	44.425816	46.371693	41.00174	41.132114	42.215416	45.250889	33.671272	34.768894	34.170322
14.411082	11.14198	13.967939	12.341308	15.347637	18.160582	20.651682	19.089836	18.551371	27.665545	27.746019	25.042799	12.491401	12.664663	12.253613
65.160942	60.880123	69.504181	67.723648	72.786713	70.960159	68.240097	47.891876	45.787006	97.040421	100.650818	91.653267	12.180569	12.117349	14.173895
69.15522	60.333977	64.212887	42.99334	37.558533	38.043652	21.586784	10.430467	12.60986	26.590269	25.778236	24.410173	21.039436	20.877441	17.011003
48.975468	44.126736	48.06702	29.043053	28.791422	25.79615	64.501335	78.480354	90.291191	105.532448	101.635864	109.521141	134.781189	149.297852	156.585052
15.176639	14.768861	18.482922	23.840826	24.098936	24.985979	21.328018	31.523794	33.771008	27.754974	23.684031	26.626381	11.694054	11.61225	9.987382
24.493093	21.929358	22.989244	20.68478	21.854294	23.213562	28.712578	23.582621	22.171093	27.768106	30.112659	28.012121	14.730742	13.170023	14.223361
221.755356	233.560974	236.2314	222.246841	241.699112	226.734406	262.524902	252.167114	298.131165	244.900238	238.091034	233.63237	109.427574	89.887291	96.565651
2.107969	1.704137	2.186521	2.496672	2.166978	2.191644	1.510736	1.227561	1.275024	1.155604	1.26437	1.413959	2.525574	1.899718	1.442735
63.421936	64.568977	74.214851	45.77832	48.957836	51.273983	62.390045	57.294086	53.815937	53.010242	49.669476	55.888859	40.460964	37.604866	34.628647
106.275276	127.279022	126.429268	75.305145	77.127014	77.226608	80.532043	109.856186	118.855095	96.555466	100.506088	92.306595	59.135708	68.757973	87.530983
21.976088	25.481848	25.653553	21.568272	21.626087	21.626228	28.476131	21.973213	16.566737	31.821381	29.934875	23.276262	5.280665	5.029093	3.949399
15.221815	9.778826	13.358525	16.888907	11.285541	11.072952	11.788649	7.310714	5.880025	10.596199	10.689546	9.816113	4.306675	4.06824	2.783251
58.988171	84.013786	106.521797	77.943123	78.275551	92.05677	77.018105	80.042831	79.543358	67.783531	66.472282	80.353401	83.496651	64.949955	76.144745
22.788809	26.523354	23.566475	19.297213	18.478296	18.835829	15.678575	10.240679	9.325526	18.067698	21.527252	17.994146	3.570151	3.961992	3.242778
5.641001	1	5.958218	7.122019	9.172123	9.168225	10.127071	5.633137	8.681558	5.886539	5.789611	7.101642	2.230557	2.579329	2.138221
122.196068	137.261429	142.29805	116.479668	116.200005	121.627708	119.232666	131.620499	132.324142	135.215225	130.773163	133.253616	201.405029	198.066864	214.575363
20.491228	18.041498	17.953705	14.944986	17.814829	17.423771	21.130329	32.303089	29.218357	29.802443	29.181093	32.146364	17.788183	12.242911	13.3026
91.711266	85.96563	91.404617	38.66452	42.013542	37.499023	74.466606	91.067909	83.227646	118.03685	127.019012	119.199577	211.774536	220.866425	205.55777
180.049881	202.17334	210.161743	205.52739	220.266571	228.979462	261.179291	240.139496	245.271225	169.596863	171.302216	185.085327	96.75087	65.386818	77.394066
89.377159	86.494835	85.014633	93.718086	99.577721	106.132706	68.720215	69.006874	74.249695	82.757072	86.447495	85.187904	66.745987	59.762047	57.905029
379.635803	350.683197	319.357574	320.661774	321.884796	328.742065	261.829926	207.283188	245.896759	198.868591	210.939972	222.298279	99.417336	90.317955	92.917603
67.943932	60.451923	62.401794	52.741119	51.874531	49.586464	52.370277	56.167301	51.604134	51.361088	49.942379	45.240883	50.60516	49.770092	39.503704
8.571135	6.447726	7.238561	8.587877	7.939063	10.953326	10.228152	13.433955	12.662813	19.734243	21.214151	17.504953	7.114155	7.155561	7.81798
32.127882	27.548429	28.751917	24.682426	27.210531	25.012209	38.841682	38.648643	31.210413	25.795233	26.223249	27.221212	24.942719	19.924696	19.281937
31.048086	28.342655	29.671936	29.056923	31.946648	30.501863	42.072704	38.392185	35.806671	43.245243	40.670547	40.86129	19.824032	19.915703	17.676533
9.225862	12.113303	11.889061	12.863298	15.162653	13.622656	14.646169	14.891391	13.734823	15.458155	14.123598	14.677505	5.318436	6.39359	6.395273
172.24826	203.37384	198.19928	251.295914	240.232544	274.196259	187.034134	159.248413	140.865448	161.881973	158.62265	158.32428	115.771309	104.523727	110.528557
88.16172	109.226669	113.092216	123.139069	133.851303	137.070679	129.866837	151.222229	150.843933	117.230515	115.440643	111.751122	120.265442	128.370522	143.162399
49.929939	56.755573	46.936623	51.771198	60.478161	54.299026	64.062695	69.640846	65.524353	59.987686	60.741112	55.727974	42.473469	36.626678	39.556099
51.896458	52.240883	54.343105	69.993057	81.577721	74.779274	47.349842	43.840767	39.395782	47.465153	48.096657	48.716995	52.20248	45.622498	45.521816
86.632172	87.909126	78.913315	71.125793	67.100479	62.080826	66.426605	60.903584	59.783615	52.936546	52.657612	48.7784	40.071095	43.710361	32.449869
38.259975	35.07473	36.972118	30.002218	27.379137	27.89329	29.618134	20.884937	19.541098	46.388081	51.855522	39.552353	7.319736	7.884173	7.765067
450.161621	501.81842	588.293884	666.855713	683.941284	626.154114	704.010803	768.826599	882.726318	1182.574097	1130.897461	1103.35144	732.575562	713.334656	805.655212
34.663982	33.590942	30.188457	30.267458	28.888115	29.010159	32.948961	30.520651	25.196331	24.901814	25.490446	24.883057	11.04464	9.932169	8.803174
35.50938	33.383156	26.856958	30.702744	36.807709	36.90173	49.95871	35.323669	39.309921	44.415237	44.206772	34.501682	13.140225	9.239123	10.574298
19.348192	19.118326	18.506195	16.124003	15.712539	19.500418	19.556915	17.891504	17.714987	23.283499	24.919842	23.598288	39.009323	46.125214	22.538126
806.141174	908.05481	884.213318	1117.628662	1153.191406	988.436157	1259.293335	1430.486572	1462.601074	1887.160522	1805.440186	1699.542236	1096.282715	1270.391357	1260.10083
20.883839	21.898262	16.695217	19.406715	21.902048	19.842159	28.618944	25.13311	21.671535	22.661684	23.384296	22.280653	12.374315	12.525354	10.541231
97.402199	91.233818	91.98098	80.302155	76.304214	76.947586	53.996647	47.955326	56.824135	65.1315	64.055492	69.268387	19.1786	25.805269	25.940868
48.022633	54.317455	73.640488	79.926331	76.092995	73.970245	177.064087	275.327179	295.582825	171.830917	155.156174	162.969666	57.45446	53.522285	60.014328
55.208275	46.062885	39.519691	34.093002	39.894657	37.017971	31.504967	23.731573	26.469582	42.299309	47.615879	38.73296	7.869236	8.267227	8.376316
33.631367	31.194031	29.637911	27.014595	27.872179	26.288887	39.229336	33.288242	29.839794	37.89497	39.647591	39.867443	14.924361	13.901025	13.015977
44.650871	59.137932	56.46619	95.582596	96.028732	93.672913	72.389961	50.439323	74.151917	75.854836	63.215919	62.067371	29.598242	20.750811	29.898706
39.502102	44.332211	41.002766	33.763714	30.103901	29.836575	34.655369	35.512318	33.961723	37.399712	40.068089	37.650013	19.454458	18.13653	19.56794
531.564392	632.714172	654.904297	613.054016	622.190674	624.260742	617.907898	742.381653	821.308777	541.662415	536.255798	525.90741	549.340149	495.783844	671.879272
30.768789	32.781908	35.356651	33.664696	33.081333	32.199673	98.337517	80.473106	79.784058	77.482841	81.496803	82.857468	38.020954	27.143677	34.719929
24.471754	23.963064	25.16832	18.114264	18.750181	19.099476	24.75289	12.48426	15.936448	10.79106	10.969322	12.513878	6.324039	6.504696	6.286847
52.134026	85.183548	123.767754	173.859222	182.016418	203.922989	205.900467	172.094406	193.67157	217.267136	192.738129	170.142899	92.567566	76.422104	97.21917
52.235958	46.581074	40.277317	34.000668	34.058029	33.933842	53.526756	49.241398	40.714264	46.054604	49.374943	43.195374	25.262173	26.217793	20.68116
46.535332	46.883224	54.266644	42.659973	44.419037	42.706787	47.030769	48.758163	46.914124	40.875393	39.149036	42.173203	35.23505	42.197441	44.675964
33.047852	36.911045	40.346802	52.746811	51.380695	54.959358	48.808216	45.052097	50.750748	55.770775	56.161396	49.676201	21.343039	20.590305	24.327875
81.723625	91.513725	98.737862	89.031517	93.268921	88.550156	233.576874	233.335739	176.140839	134.249405	133.605621	150.246033	72.324387	49.125549	51.512043
859.079285	876.851501	744.651245	632.104126	648.054932	607.463562	574.083252	616.980225	688.598816	413.372559	433.548187	402.98764	318.168121	404.300323	442.588806
246.903397	221.253937	232.405182	165.222702	153.313583	128.878578	160.082962	152.962921	153.318283	177.432205	182.829376	171.525528	205.391159	211.208817	189.611221
214.011887	283.983521	290.373779	322.868347	296.837677	327.717865	306.891876	221.567322	191.20282	247.931442	245.215561	277.979279	349.2948	262.629761	291.809998
11.281089	14.385152	14.755247	10.478699	9.639594	7.810188	5.232322	3.27934	4.11739	5.367069	5.213739	4.778097	4.977615	6.621743	5.716346
155.600708	137.185562	135.602753	92.422653	88.946449	80.415268	81.443489	87.6633	84.909134	106.148346	110.652977	98.061966	133.534622	142.598175	130.150879
16.832784	18.672472	17.202662	20.005322	18.698343	18.80694	19.158421	19.628075	18.66922	19.251108	17.492001	17.18852	10.519977	10.28501	8.103379
27.681787	24.568151	21.929848	26.199844	23.929903	28.647512	33.591812	31.041454	28.946527	27.706669	29.983114	30.97645	21.673403	19.047012	17.776459
40.071106	36.349911	31.546246	26.797371	30.896757	29.479902	44.852982	42.700859	40.556957	41.749199	45.826775	45.69054	39.009064	30.86014	30.849583
127.78392	114.687119	120.835548	101.562836	90.696831	89.511406	92.509239	80.877014	76.786079	71.247742	74.027351	68.498383	55.302101	57.488243	39.311226
28.274702	33.358971	42.969681	34.378376	36.246235	34.487522	67.227654	78.446533	57.562935	63.551678	61.437141	62.930382	29.713444	23.423708	28.442888
37.206772	41.950447	42.440716	45.957047	47.886616	49.486542	48.415428	47.758018	38.255211	35.359104	51.830986	38.750202	25.277241	24.703243	28.068674
53.209045	58.156437	61.961639	59.096355	61.470573	55.819599	68.741333	59.531841	47.854424	54.748055	56.597134	50.275738	31.36268	25.269047	26.520058
61.755333	56.388981	56.166153	57.262852	59.013725	51.518131	67.106667	57.90451	54.581142	47.412891	52.188332	50.232544	32.253817	27.188274	22.759872
139.384277	139.634384	138.626755	144.827774	150.191223	137.778458	73.838448	71.896317	84.589302	138.145706	128.161568	141.242355	43.332249	43.425983	53.246094
252.1371	288.21228	291.708374	571.695496	547.816345	507.91626	197.947296	140.724609	119.959816	274.253296	250.814804	260.9487	83.549065	57.834923	59.202847
272.4216	286.798859	369.938446	766.461304	720.751648	770.278137	311.501373	191.750458	174.58754	399.439117	356.966675	387.206696	356.778107	201.176498	220.03418
59.2757	59.602856	55.39151	46.548084	47.635044	46.97879	63.477055	50.193851	45.666378	48.548672	53.401413	43.043865	42.214901	39.323917	28.14065
78.864471	69.882782	77.000778	44.385738	38.85527	39.364037	42.856125	41.033283	43.241085	47.70137	48.232231	43.914764	40.699306	52.446144	40.479675
60.360245	67.330299	64.56007	60.419338	70.515755	64.945999	63.358521	77.058159	79.385239	83.780464	90.332855	78.624428	39.543629	40.287971	42.383347
23.671263	17.568806	17.827814	12.189644	14.721015	12.132771	18.756035	11.434435	12.071274	15.386954	16.058345	18.580223	4.784849	4.158134	3.318146
23.153765	24.681202	32.019579	26.416977	25.001982	28.910437	31.406477	33.046051	36.322823	43.017094	32.329002	37.842003	15.660661	15.246748	19.796001
8.300168	8.513518	13.909643	14.300069	11.690624	11.808984	18.806494	16.004169	14.109076	22.635771	25.595341	22.941986	9.449339	5.932086	6.120878
29.835323	26.342609	27.50592	24.628809	24.036432	24.484528	22.507456	27.935648	24.941837	23.05274	21.484318	17.702963	7.469285	7.646247	6.195761
21.641327	20.272556	21.133484	20.517981	23.540556	23.88361	18.312759	22.69478	19.396107	24.478638	22.735262	24.101439	11.634409	11.280626	10.184789
217.532776	223.520508	197.590988	201.83905	203.052292	181.442261	210.655365	203.741302	201.593811	148.548157	151.941971	132.947708	135.003586	141.324524	126.640373
34.355328	33.698986	38.709003	31.980803	33.488201	31.836098	51.922157	44.192768	51.729794	31.679132	35.735935	35.832966	22.416651	17.434837	20.821699
14.640091	16.001799	12.737627	11.060948	12.57003	10.505757	8.215886	4.207186	4.168121	3.316716	3.821727	3.116374	3.615426	4.370141	4.48855
22.509548	25.953712	20.663946	21.043444	23.783348	25.340052	29.520855	33.159267	23.898129	25.188673	25.176414	22.943058	19.981493	21.143717	22.593569
395.698425	439.186005	499.748566	514.863525	493.52655	451.685638	575.922791	704.053528	731.798096	1219.943359	1190.981689	1124.475708	836.008118	830.6651	883.729065
26.084274	23.182199	24.244967	19.264072	18.819347	18.520153	32.271362	35.21785	29.421169	35.465782	34.21925	32.777739	58.437183	67.821907	51.909851
47.821121	49.202953	50.906013	48.847862	59.930473	54.965851	61.435032	48.337276	52.33437	69.413086	72.793892	65.343727	17.428728	16.95434	20.159302
820.379028	796.611206	810.816162	1465.85083	1405.156372	1259.441895	705.88092	502.7323	520.461731	952.401855	887.04541	797.332581	278.325531	198.631012	202.060593
29.236591	25.037697	21.433661	25.246632	28.999594	27.475246	35.883064	30.51469	27.151001	37.129211	33.728653	36.729286	11.419876	9.91192	13.451666
90.347878	96.17086	132.790192	110.262993	113.524094	112.318764	83.042717	73.662239	95.142296	105.097969	101.318588	95.003952	37.89333	35.607224	38.628101
56.151524	69.19455	80.6679	106.908203	104.424217	103.930016	103.780037	103.455002	99.936699	94.012749	96.310974	95.68718	146.974243	129.602966	150.36409
44.691494	45.832642	43.441174	43.730503	43.027634	43.289097	55.463634	46.688847	44.311474	58.733688	58.328564	51.997143	29.512774	28.433384	19.856304
46.848347	43.709946	38.869141	37.688625	35.678516	37.260361	39.587772	38.679527	33.784481	35.687523	35.093647	35.097347	30.514915	32.608789	25.078524
21.268219	18.125265	17.96316	15.787731	17.484173	16.666105	30.621695	25.622282	23.697929	24.34351	23.44813	23.298546	10.617839	9.231126	8.177927
58.8344	57.55505	61.339832	44.480648	38.490349	39.323334	34.4095	25.176874	24.475336	34.643238	36.830406	35.131847	26.076376	29.431051	22.211626
417.07196	524.698608	593.619568	660.157959	661.990601	610.687256	873.886414	984.098145	1030.813843	1368.060791	1355.47937	1355.437622	1089.111206	998.073608	1227.940796
13.700785	10.947826	11.764012	10.811887	12.247869	10.718767	18.166433	17.498695	15.157704	16.346248	17.176899	14.027943	10.977919	13.431211	13.117386
73.603455	74.969147	72.757629	68.315628	62.41539	66.393654	85.564224	125.589294	124.903618	75.141029	70.305679	72.329132	74.672615	82.122772	94.874901
1	1	1.653632	1.475305	1	1.327018	1	1	1	1	1	1	1	1.204434	1
5.496849	6.223277	6.504816	4.899016	4.709857	4.980617	4.946728	4.934346	4.68576	9.728525	10.329535	7.475094	1.983189	2.075499	1.667789
29.360228	33.792278	36.327717	30.226484	28.21468	34.682796	28.80805	21.731552	21.884851	39.780663	36.05304	35.043793	32.883364	28.922409	33.623272
51.638069	42.70433	44.859886	35.883251	33.807983	32.722395	31.668125	35.43996	32.137665	28.71174	29.529467	26.617281	28.630766	35.764328	25.264235
38.930298	38.604801	35.699818	37.111801	35.117653	37.146164	47.141594	41.920544	38.552185	42.939125	42.825424	48.180672	30.758665	30.539875	35.660042
4.851905	5.409476	5.340822	6.328492	5.873837	6.422188	9.247636	4.828465	5.363827	17.165703	18.275017	14.298163	6.709688	5.747395	5.66619
1.765483	1.678531	2.143746	1.746759	1.657683	1.725728	1	1.111666	1.103571	1.207011	1.223064	1.155862	1	1	1.070288
