T10_1	T10_2	T10_3	T14_1	T14_2	T14_3	T20_1	T20_2	T20_3	T26_1	T26_2	T26_3	T24_1	T24_2	T24_3
ostta01g00780	13.6981464790167	11.3001554628727	10.3902719915966	10.5277832766084	13.6483558500144	12.6409288148972	13.9830854234967	10.853567036794	11.7753249390975	17.6741021277738	15.2165170297025	17.0938265460116	10.872156944046	12.7677836366058	13.3299704268605
ostta01g00790	35.1521418451469	32.0635049939908	31.4586570383073	46.3031262211625	43.3297977255839	42.0917286263179	57.0949592433385	53.1038757529296	64.6977388668454	44.1054210265099	42.2879265819119	47.0289418768137	53.0480780496228	47.2598507036694	46.1830990617995
ostta01g00800	32.9081157201025	38.159950551637	39.3222990227138	36.6996253795352	34.8361269467381	38.6277562456632	35.3300394468981	25.278173869848	21.6389841923723	51.4438756954956	57.2329479130207	52.4708945534024	14.6020826383961	16.4846570594884	15.7746116085557
ostta01g00810	59.8685934584695	47.8074456135882	46.0894328846857	49.8562186830142	49.4661061788314	42.2711356260905	41.0065494928248	38.2810286733144	35.2611542788949	41.5918902444717	41.9805993706018	41.5588624568214	70.6664660118618	75.8827926493824	72.9628981170122
ostta01g00820	9.2637122213017	8.24118397984244	9.18691227376636	4.89107703853459	4.47872088277735	4.30284728635784	6.28644736976582	8.32348229076761	7.46297119518325	7.55158141275234	8.12750884735107	7.66357854299724	24.7697193747917	31.9592697394741	23.6812374827239
ostta01g00830	1057.84473909788	869.645179039953	892.70792987666	985.850230224171	964.397784744792	873.50652517131	820.301754176573	705.990970063733	730.159649856523	923.88381327761	920.073821495119	920.073821495119	624.116349028329	574.871636178666	592.989847652482
ostta01g00840	8.83111356173434	5.99802309490224	7.16868643249769	11.9612653241286	14.0212163088608	14.1037071029559	9.17573646480055	8.0972154940577	13.5416661545394	9.23655942088925	11.7753249390975	11.0270109053345	22.1633919362946	14.2967371254936	12.5610225119356
ostta01g00850	7.75107778703164	9.55166166089483	8.18820368214722	10.8183208854329	11.698844046162	13.3663736295091	9.89567191183273	9.41105307767466	7.69346218580545	4.66281677305525	6.28644736976582	6.37775202839171	5.0504264091635	4.54110559973689	3.90169923653489
ostta01g00860	139.138272101645	130.969165737964	163.393872571128	98.7664811860711	88.2430563561209	94.8644579134275	152.678414468463	179.046690388531	162.278469519916	188.756117071215	198.355859857382	195.38597002488	165.766850186298	166.733863226906	178.094599217655
ostta01g00870	7.32052882205664	5.29493829523712	5.9425184661038	9.42201114588846	6.52014070198626	11.6671054196555	13.4337765755442	10.180699953647	11.2280596666581	8.49664428521887	8.6732364731464	6.6311283500397	13.4337765755442	13.0283988797846	13.5340755095557
ostta01g00880	138.067754798861	127.673364086374	120.403708980315	73.1132287690779	78.5965000208741	87.5965146894777	107.677762031056	100.974614736538	116.319538832646	105.69077583326	101.076611808136	101.389452216693	69.6999424286726	74.9051321318553	77.1210958397188
ostta01g00890	896.383186232405	791.767799277579	726.612676884371	465.815898742045	393.55595983418	388.006687624408	380.330660836274	374.458066706195	399.25446612737	379.309597468296	399.25446612737	364.229714654376	346.228256101303	414.22746341942	279.758758480479
