ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0015979	photosynthesis	5/42	137/4717	0.0364963503649635	4.09888773027459	3.48862366775272	0.0068884591279694	0.551361049328783	0.549584375700441	ostta15g02680/ostta12g02180/ostta13g00885/ostta07g00640/ostta17g00570	5
GO:0006412	translation	8/42	368/4717	0.0217391304347826	2.44151138716356	2.72940522588241	0.0142829257703348	0.551361049328783	0.549584375700441	ostta09g00950/ostta02g02200/ostta02g01790/ostta14g01070/ostta09g00050/ostta02g03900/ostta20g00300/ostta14g01075	8
GO:0006633	fatty acid biosynthetic process	3/42	58/4717	0.0517241379310345	5.80911330049261	3.49263648410751	0.0144242937406652	0.551361049328783	0.549584375700441	ostta04g03510/ostta02g00800/ostta06g02290	3
GO:0006418	tRNA aminoacylation for protein translation	3/42	59/4717	0.0508474576271186	5.71065375302664	3.45086669454227	0.0151041321553448	0.551361049328783	0.549584375700441	ostta02g01790/ostta09g00050/ostta14g01075	3
GO:0043043	peptide biosynthetic process	8/42	372/4717	0.021505376344086	2.4152585765489	2.69546136162421	0.0151777236683145	0.551361049328783	0.549584375700441	ostta09g00950/ostta02g02200/ostta02g01790/ostta14g01070/ostta09g00050/ostta02g03900/ostta20g00300/ostta14g01075	8
GO:0043038	amino acid activation	3/42	62/4717	0.0483870967741935	5.43433179723502	3.33107893293655	0.0172516335078155	0.551361049328783	0.549584375700441	ostta02g01790/ostta09g00050/ostta14g01075	3
GO:0043039	tRNA aminoacylation	3/42	62/4717	0.0483870967741935	5.43433179723502	3.33107893293655	0.0172516335078155	0.551361049328783	0.549584375700441	ostta02g01790/ostta09g00050/ostta14g01075	3
GO:0072330	monocarboxylic acid biosynthetic process	3/42	63/4717	0.0476190476190476	5.34807256235828	3.29287014236098	0.0180036261005317	0.551361049328783	0.549584375700441	ostta04g03510/ostta02g00800/ostta06g02290	3
GO:0043604	amide biosynthetic process	8/42	394/4717	0.0203045685279188	2.2803964225284	2.51605818988808	0.0208554134183633	0.567730698611002	0.565901276381321	ostta09g00950/ostta02g02200/ostta02g01790/ostta14g01070/ostta09g00050/ostta02g03900/ostta20g00300/ostta14g01075	8
GO:0006518	peptide metabolic process	8/42	406/4717	0.0197044334975369	2.2129955430448	2.4230029689833	0.0245323144025262	0.591141506118516	0.589236646270659	ostta09g00950/ostta02g02200/ostta02g01790/ostta14g01070/ostta09g00050/ostta02g03900/ostta20g00300/ostta14g01075	8
GO:0006298	mismatch repair	2/42	34/4717	0.0588235294117647	6.60644257703081	3.10946371830576	0.0362765474884976	0.591141506118516	0.589236646270659	ostta08g01840/ostta02g03430	2
GO:0043603	amide metabolic process	8/42	442/4717	0.0180995475113122	2.03275156216333	2.16152205661025	0.0383137327425186	0.591141506118516	0.589236646270659	ostta09g00950/ostta02g02200/ostta02g01790/ostta14g01070/ostta09g00050/ostta02g03900/ostta20g00300/ostta14g01075	8
GO:0035825	homologous recombination	2/42	39/4717	0.0512820512820513	5.75946275946276	2.82866074543652	0.046602163078717	0.591141506118516	0.589236646270659	ostta13g00120/ostta02g03430	2
GO:0006631	fatty acid metabolic process	3/42	98/4717	0.0306122448979592	3.43804664723032	2.31154207675444	0.0557203187411747	0.591141506118516	0.589236646270659	ostta04g03510/ostta02g00800/ostta06g02290	3
GO:0019684	photosynthesis, light reaction	2/42	52/4717	0.0384615384615385	4.31959706959707	2.28129766583468	0.0776085757348085	0.591141506118516	0.589236646270659	ostta12g02180/ostta07g00640	2
GO:0000075	cell cycle checkpoint signaling	1/42	10/4717	0.1	11.2309523809524	3.06947923649132	0.0856338975414923	0.591141506118516	0.589236646270659	ostta13g00120	1
GO:0045292	mRNA cis splicing, via spliceosome	1/42	10/4717	0.1	11.2309523809524	3.06947923649132	0.0856338975414923	0.591141506118516	0.589236646270659	ostta02g02530	1
GO:1901988	negative regulation of cell cycle phase transition	1/42	10/4717	0.1	11.2309523809524	3.06947923649132	0.0856338975414923	0.591141506118516	0.589236646270659	ostta13g00120	1
GO:0098662	inorganic cation transmembrane transport	2/42	58/4717	0.0344827586206897	3.87274220032841	2.08633974526542	0.093608473090479	0.591141506118516	0.589236646270659	ostta18g01080/ostta01g03420	2
GO:0006265	DNA topological change	1/42	11/4717	0.0909090909090909	10.2099567099567	2.89833583068927	0.0937926772957429	0.591141506118516	0.589236646270659	ostta13g00120	1
GO:0010206	photosystem II repair	1/42	11/4717	0.0909090909090909	10.2099567099567	2.89833583068927	0.0937926772957429	0.591141506118516	0.589236646270659	ostta12g02180	1
GO:0000245	spliceosomal complex assembly	1/42	12/4717	0.0833333333333333	9.35912698412698	2.74784649424956	0.101880375458424	0.591141506118516	0.589236646270659	ostta02g02530	1
GO:0007131	reciprocal meiotic recombination	1/42	12/4717	0.0833333333333333	9.35912698412698	2.74784649424956	0.101880375458424	0.591141506118516	0.589236646270659	ostta13g00120	1
GO:0009767	photosynthetic electron transport chain	1/42	12/4717	0.0833333333333333	9.35912698412698	2.74784649424956	0.101880375458424	0.591141506118516	0.589236646270659	ostta07g00640	1
GO:0140527	reciprocal homologous recombination	1/42	12/4717	0.0833333333333333	9.35912698412698	2.74784649424956	0.101880375458424	0.591141506118516	0.589236646270659	ostta13g00120	1
GO:0019752	carboxylic acid metabolic process	7/42	455/4717	0.0153846153846154	1.72783882783883	1.54794288211448	0.104390881585423	0.591141506118516	0.589236646270659	ostta02g01790/ostta04g03510/ostta09g00050/ostta09g01360/ostta02g00800/ostta06g02290/ostta14g01075	7
GO:0030091	protein repair	1/42	13/4717	0.0769230769230769	8.63919413919414	2.61400432957301	0.109897596336373	0.591141506118516	0.589236646270659	ostta12g02180	1
