t10C_1	t10C_2	t10C_3	t14C_1	t14C_2	t14C_3	t20C_1	t20C_2	t20C_3	t26C_1	t26C_2	t26C_3
72.862801	71.43531	65.941376	55.860626	57.112656	61.963257	69.993591	64.255936	58.815502	42.698067	40.683815	44.777546
23.376732	20.426817	26.210787	26.216639	27.540306	34.001183	34.220871	30.934669	30.390026	33.715469	32.811134	41.109291
162.606476	152.329208	137.176376	128.732361	135.427963	135.819244	113.32766	125.24968	135.747131	103.307899	103.589119	104.177986
64.783432	59.576622	65.260841	47.63335	55.795834	58.130882	56.318726	63.860504	73.760223	73.403275	61.06448	64.6632
54.925228	70.369804	84.634842	81.85894	79.419418	94.063904	90.364365	91.229836	77.732094	76.304214	78.408073	87.397789
115.221794	102.175545	104.001526	84.534035	92.946999	94.517822	82.55072	91.598427	89.470512	89.438156	78.66021	91.435585
70.917465	57.777157	59.451714	50.964981	51.127224	53.109497	39.283348	31.917194	32.216633	34.409489	32.710285	34.672344
24.914415	23.452745	20.691347	20.386597	21.41116	21.212156	38.175411	27.344614	26.011148	38.388878	37.796181	33.508251
31.641104	29.039227	27.860405	25.219629	24.988514	24.296404	31.557341	27.818571	25.896214	30.405266	31.194834	31.272663
38.707878	40.484619	44.140163	28.899204	34.904301	36.870647	46.604839	70.371735	63.964184	55.060719	47.576088	54.246967
52.915924	39.793133	46.304737	34.024128	35.80122	43.128494	43.41785	48.63802	39.167725	38.680321	34.841419	37.684059
685.982849	605.44342	565.190125	505.111145	489.40979	435.958069	585.791382	692.284302	689.218811	970.985107	992.266296	986.619873
245.372421	295.906708	541.130432	413.261322	452.42926	579.293884	444.856506	383.513397	413.917938	506.87439	435.225433	452.954346
284.022156	258.510315	221.809952	208.429886	214.415909	216.481903	211.186462	196.3302	185.793335	161.103302	177.624146	176.33493
219.667175	204.070847	169.596512	187.636414	176.030029	175.523239	209.1073	199.489365	196.622009	164.817764	170.290146	162.454666
72.218338	74.388161	69.160164	69.219193	67.052101	65.420334	74.755974	75.536972	69.056206	58.56562	60.32539	61.243618
27.699112	22.586756	24.686396	16.747963	15.40898	13.050976	30.698603	28.994469	32.984978	36.701588	47.984955	35.110569
30.949171	24.775913	37.409477	30.101101	25.403324	30.499966	61.56543	53.414997	41.377113	51.067711	49.815922	65.89119
40.520267	43.431293	42.449917	30.988289	35.106495	28.955309	47.060051	39.398048	36.065521	61.055218	55.939537	72.292175
