t10C_1	t10C_2	t10C_3	t14C_1	t14C_2	t14C_3	t20C_1	t20C_2	t20C_3	t26C_1	t26C_2	t26C_3
19.923441	24.415682	25.720985	17.554195	16.675938	19.353722	17.575476	16.631279	16.395664	26.712433	27.26112	24.536495
151.180756	255.801208	311.349304	528.381409	545.930298	548.684326	565.036804	549.827515	591.047913	578.830566	524.670776	494.932922
62.766071	74.948212	77.125656	47.968475	51.067799	58.940929	131.55571	161.991333	135.441132	191.217712	190.362717	208.568069
24.579126	24.719631	22.068256	13.694736	12.412373	13.049566	18.821701	20.505978	18.131735	32.347462	29.899101	32.913902
104.796783	79.07589	88.494629	70.02433	77.065338	81.112389	103.416016	95.700745	92.499245	73.587845	71.4272	78.969147
80.937614	106.760368	110.183098	116.869026	128.274521	132.434998	190.169861	168.837234	153.641571	149.702484	147.444321	158.04863
82.045258	86.292786	90.309586	83.39032	80.572495	75.478966	105.856964	85.187462	88.901779	92.068771	93.425522	81.067116
26.721941	39.921482	38.236168	40.093983	44.033642	46.225365	51.107552	40.256092	39.822182	36.160465	39.113228	37.484253
51.359646	45.789589	55.382599	29.196142	30.677895	27.682774	34.76503	34.059654	33.428329	48.996681	44.700851	43.323917
28.379171	29.940374	46.004959	35.675652	36.32341	44.351501	79.50386	55.692944	46.974331	55.735592	56.742168	66.813782
0.118795	0.510811	0.599735	0.167257	0.50873	0.10262	0	0.042452	0.080742	0.038091	0.042792	0.039014
27.746546	41.357841	56.39365	67.588699	74.26757	70.369675	88.824799	89.833992	95.084984	126.435577	117.312584	138.584412
43.487312	40.146935	36.01614	35.410511	41.35651	34.273098	34.245716	33.614326	31.155035	37.536499	33.633087	35.656868
57.939877	59.263153	71.623444	106.973511	103.145164	103.799629	122.863441	100.288383	100.137917	158.028839	168.062164	181.29567
12.53865	9.936285	14.442229	14.88035	13.729843	16.907869	31.748543	31.629694	28.03433	32.275707	31.267105	31.149971
44.359665	36.908905	38.814423	43.390377	40.647465	52.359089	90.985863	69.720924	55.023579	42.982941	44.931057	51.822552
37.745174	32.142139	33.815041	19.731487	17.049671	17.48184	20.033722	23.086115	23.041029	35.407795	36.502522	33.293972
10.362565	9.403759	11.093712	6.933251	6.190034	7.473489	12.515163	9.972842	8.051603	12.305078	13.031944	10.865895
7.559185	6.978762	8.617825	4.214429	4.221857	3.669482	12.12539	12.921811	10.424497	17.730644	17.771511	20.211836
24.953903	31.035315	31.206221	26.072826	30.885836	31.609081	30.523243	30.632767	20.211773	30.850178	30.399984	28.271181
26.14069	30.895491	28.981699	26.246008	30.248297	26.623354	22.557203	16.48531	14.866684	41.921013	40.0322	38.311756
16.047773	15.172761	14.789973	14.386688	15.326226	16.491755	17.515734	16.814367	14.495879	16.933069	16.61763	16.761484
6.443577	7.607002	9.503566	11.515088	15.518	13.010936	18.289812	12.082807	13.50004	17.197235	20.189817	18.533659
12.394358	16.522581	16.480473	14.63198	14.891109	16.463627	16.01194	14.989276	11.619821	21.916603	21.320448	18.457613
34.220371	34.72353	31.901388	27.946768	25.808065	26.745066	31.109606	26.37561	24.416533	29.114655	31.104319	32.332413
264.589172	257.789368	243.506653	179.911087	185.32341	180.112701	123.68911	107.099899	111.211113	130.457031	130.40712	126.890388
130.258118	125.221153	111.629028	127.7062	126.60614	128.167862	121.067909	104.66642	103.511978	127.021675	129.677261	125.753784
19.432915	24.087933	22.731232	27.609699	27.247223	25.355509	25.603086	21.149788	18.809343	30.373676	32.653755	31.724535
36.823597	46.841316	59.9119	77.788727	79.094849	68.789444	60.523491	41.730103	42.453487	67.721214	71.350952	77.055618
68.924797	62.819176	62.632877	47.66378	50.432388	50.584526	63.521626	60.277344	64.796837	63.898396	68.693909	65.190628
109.236511	101.606316	95.175865	85.643471	82.240799	82.918587	91.584167	85.677193	81.823898	88.864113	87.183006	93.613007
40.291592	50.112789	45.123055	43.322926	45.495152	42.975616	64.65229	58.025215	59.244404	73.308708	78.777092	77.824287
261.75769	260.840485	226.464493	190.057419	205.77684	214.740906	179.174988	181.500565	159.275772	63.498699	70.627083	67.322601
12.69408	24.555567	21.026049	17.601057	18.229975	20.443708	44.068806	39.868362	32.269016	32.005604	29.762108	29.598471
46.593567	50.547897	63.234711	55.578163	61.762352	52.234844	119.010262	94.850296	88.286858	117.300262	106.313881	121.990967
128.968246	131.8535	138.987534	146.847885	155.564774	167.558716	165.863403	132.805984	147.378448	144.2547	133.875488	144.206848
26.132181	25.139288	25.600403	20.958918	20.698349	23.221722	17.971977	14.899736	11.689781	32.280483	35.630051	29.49234
88.891731	77.123291	80.034187	65.603867	66.195763	66.870659	72.620071	71.129402	81.018715	75.584457	78.721497	73.452248
80.990273	84.093079	81.098328	68.182045	62.361717	72.198692	43.186192	32.158329	27.319647	62.250481	57.033409	62.198311
130.895752	140.594421	131.01712	124.703888	131.98024	136.131989	133.054443	124.444931	121.785614	94.302818	98.537041	100.014648
32.874863	36.654327	29.159481	21.538965	22.925121	22.490639	34.003426	45.116474	36.517632	43.399864	39.474991	47.212711
145.48288	120.849304	127.182137	59.810364	65.7892	58.427391	95.21286	121.695618	131.947678	210.73201	215.752914	218.29097
60.227783	63.561836	74.210785	69.518356	73.879265	81.902649	58.461922	54.249908	49.150497	96.535645	83.240997	93.279358
26.283131	33.14864	35.09948	29.326649	30.023235	36.799603	42.211712	43.659176	41.831085	54.75584	54.480247	42.138924
87.584404	84.581879	67.944641	66.764313	69.35656	66.363571	85.325829	77.567146	67.065903	65.039696	68.026527	63.532127
85.190437	109.123093	124.958023	98.955826	98.256622	89.446945	80.310638	81.375221	76.26841	66.842056	70.662918	60.775806
1599.274414	1533.28479	1494.652954	2458.260742	2314.291748	2188.94043	932.399414	743.549561	894.420776	1493.359741	1445.844482	1295.921631
73.346039	88.852013	84.938683	87.975594	97.859657	85.539314	86.883179	60.465149	56.532795	63.812576	66.945007	67.202065
65.431931	86.143333	110.411469	81.916344	82.496964	77.394157	78.285896	43.122288	55.097107	61.518547	57.975632	64.608719
49.965347	56.302429	65.293381	56.528522	70.408264	76.860863	104.361961	100.961487	93.342422	122.683434	119.004852	115.253792
63.300297	74.367661	83.793098	64.230217	61.619549	62.710541	61.479549	66.939964	66.633453	64.038727	69.932022	71.58474
47.541664	45.768246	47.276546	25.068581	24.218386	24.417944	42.942932	44.644558	44.334743	52.708996	54.613529	60.195061
242.71167	280.540131	297.973694	240.138748	226.114334	228.698746	247.656677	227.838867	261.213837	323.953583	323.862488	275.488281
149.029449	134.086258	121.318718	100.835587	102.995918	102.512291	74.113022	54.081841	46.432396	37.346924	39.593697	44.485844
58.835094	56.495377	58.880573	42.81403	40.372883	34.206688	48.237091	46.257862	36.824005	33.665794	40.810829	34.917786
395.232941	386.786835	352.849884	254.272781	269.181915	273.748291	156.38385	119.750473	119.452911	120.466156	125.622566	122.444641
75.51329	87.547081	32.015541	31.503887	57.709515	56.876122	27.070326	6.512289	93.16861	43.497677	49.219341	35.815472
116.238098	142.041046	64.21521	81.683243	118.027634	111.639412	94.823936	93.998085	188.407516	119.63987	138.199356	104.955597
1.104374	1.129047	2.165272	1.817419	1.183528	0.895533	1.79667	2.363253	1.504088	2.723544	2.077533	1.310099
13.446668	14.74415	16.465065	12.572618	15.048018	18.478689	29.791359	27.872746	25.211451	26.058758	24.75544	28.522501
228.926285	263.633728	361.150818	259.045807	255.772751	257.830994	242.356689	285.506165	287.000183	635.449158	624.86731	680.502991
84.611885	74.07003	72.767555	61.962612	59.960716	57.389263	68.310081	62.998962	57.716431	62.049122	63.539803	66.651253
28.938986	30.6593	33.658546	34.036037	36.825985	32.861237	24.724617	28.300798	26.053108	35.744202	33.888779	37.675865
252.710648	252.301407	245.602859	221.300751	215.625305	224.578232	209.175919	196.603073	186.310257	188.927185	192.339798	203.543869
23.684074	30.514864	31.961189	40.369865	40.878036	52.692692	55.099255	53.087433	48.274902	66.905029	65.165497	70.049995
16.224518	16.466204	14.48947	12.249518	11.910131	11.189836	16.14081	13.460346	12.21771	15.667377	14.424493	16.081848
101.141685	109.321526	101.53746	86.336838	80.147926	75.972778	102.514	87.726837	80.922607	93.455353	93.420334	88.808334
129.647888	113.795715	122.6101	108.910591	98.909271	103.314903	110.74408	125.420578	142.837021	143.229095	150.365738	151.131348
77.57003	86.330521	81.274078	85.94857	86.460556	86.07119	120.103432	110.759956	97.159531	98.627159	99.634346	96.669052
77.214424	72.499283	68.978165	53.921745	51.435829	46.557213	61.439873	64.169998	54.617062	37.309303	41.179947	33.949394
76.24321	92.012344	112.476074	87.023483	85.707024	82.070511	158.625656	82.330383	75.115967	86.971214	84.428284	84.602859
168.058075	165.68898	143.30806	98.891144	90.360275	90.916489	70.976006	68.110291	72.972343	53.638218	57.522533	53.24453
84.807564	100.499443	99.346359	127.379852	141.042999	138.081467	99.127235	82.537033	120.676376	126.902374	129.252518	119.142792
58.931881	57.601089	61.96867	19.061152	17.854319	14.114853	36.151104	41.957508	39.302418	68.904663	75.468872	70.81604
68.247597	66.137939	60.464367	42.364204	43.258495	40.288845	53.070076	47.006618	45.25975	46.051865	46.982571	39.133053
110.076096	118.858437	105.685341	73.273811	77.896896	82.920242	89.408325	80.773903	82.768211	61.986839	64.623726	54.344486
37.425007	42.033836	46.729015	44.963474	45.699421	47.350918	32.222427	25.70392	23.557137	42.372894	41.095303	46.730282
52.870972	45.945911	49.565308	38.640717	37.708771	32.416714	48.499283	43.843784	35.214954	27.531445	31.846119	30.53241
22.957972	22.238865	19.544279	19.126741	17.429686	16.498455	32.408878	26.751396	21.919641	18.692465	18.979811	18.077246
23.460205	22.23278	21.160923	18.935026	19.748335	19.580582	22.775164	21.780937	18.864988	17.6292	17.773054	16.712927
34.866405	37.41674	33.170033	25.431686	27.414761	26.326538	35.324783	30.622528	26.631475	34.236298	35.230038	27.029428
189.709259	177.478271	187.434708	172.009033	183.427399	162.161469	105.348312	76.089081	91.678856	149.58548	156.946823	146.377792
53.197086	49.496746	42.312496	33.669918	35.200329	35.298782	26.784731	22.045246	28.544428	29.501387	31.779436	36.272129
181.12384	179.602539	189.310928	155.524323	148.241562	144.859558	146.281097	123.760872	132.050201	163.72644	169.565979	159.554474
78.07222	74.300224	76.584358	60.919239	64.123299	66.11557	71.696228	65.195793	59.431042	48.020153	52.554089	53.565502
438.313751	499.595428	488.897339	392.051605	386.012085	397.710663	341.644348	269.102295	304.46347	253.319092	263.440216	234.950089
274.149567	280.769073	303.191315	344.106567	350.942566	344.644043	319.7229	308.701965	281.703247	272.940033	256.906952	279.278473
26.374256	30.300043	34.489529	24.584393	24.581343	27.085342	29.822283	33.882992	29.791552	33.263741	34.089264	35.48473
48.725712	49.86829	52.00351	43.446133	42.133316	49.314098	56.374302	55.038666	45.584763	43.489414	43.07682	44.652946
887.802673	1030.712036	1086.889648	1276.106079	1353.976807	1432.739014	934.57489	972.444824	1123.781372	1005.873779	1038.809448	1090.019287
219.049973	197.638168	165.048782	181.236557	192.609604	179.075317	373.099335	266.701843	271.561768	251.924942	254.093979	265.193939
58.339882	59.928143	50.182293	50.366714	46.648857	57.397221	67.761505	38.369968	44.531334	72.27874	78.803337	67.588631
51.241863	47.340012	41.499493	32.54369	35.128689	29.665901	28.168304	18.387856	17.321289	37.299744	34.999866	33.93692
116.528763	112.291206	123.489983	62.885002	70.118996	77.065445	102.322266	108.703377	112.477325	133.012604	128.537018	132.709335
115.69352	112.489342	106.255836	81.099144	76.910095	81.159019	76.173836	74.25811	68.83403	74.80069	79.552849	77.88517
35.462696	29.83326	31.407244	21.440388	21.885002	16.967403	17.292892	17.092201	20.89789	20.153011	21.429085	18.049887
104.717506	91.216965	85.44722	75.26236	85.008896	83.989441	84.889282	69.169411	72.874428	84.19133	88.655258	86.701843
48.785633	41.752197	41.493454	29.816711	33.166859	35.665703	40.252102	42.511314	48.096107	35.457203	37.473	34.954231
69.391602	66.018707	71.154694	92.265869	82.4673	87.814545	90.616447	76.604866	87.572937	77.21846	74.899902	69.169785
24.886328	25.311226	23.550106	21.62347	19.898127	19.717697	16.882389	15.118415	13.402678	14.199332	14.759419	13.152206
69.862099	67.407646	71.779396	43.231876	52.183437	51.816166	51.866432	44.976135	43.792286	34.87656	32.738167	39.793617
72.312988	64.623924	82.17395	30.976089	34.447296	29.413857	54.891205	65.342224	63.410606	67.751274	68.301735	62.377434
337.998505	288.1651	286.122467	323.060883	281.088501	266.394012	185.08371	127.919342	128.341187	156.333542	155.251511	157.44606
508.05426	553.46167	501.64328	281.383911	287.922852	264.776398	271.660614	332.430328	305.785339	218.582169	223.515991	230.111145
254.83197	288.686523	323.193787	317.573975	421.503326	441.67099	492.603882	643.542664	737.42395	417.354614	376.67041	364.811188
72.284958	64.26329	66.475449	58.313404	64.897705	65.529823	61.680847	58.04985	55.595722	43.138191	43.393898	40.147491
32.797905	39.015495	37.979919	36.397747	35.72332	41.467793	34.099045	36.845242	35.486546	34.905945	37.364159	35.853378
86.367828	76.547615	78.853722	48.439682	47.128326	52.269218	62.2309	61.703732	64.423584	70.29509	76.812004	75.36512
42.216351	42.146984	37.606441	36.741154	38.753803	36.634624	52.491795	50.60997	44.289013	36.670746	36.604382	33.588139
56.365383	80.725807	98.405228	90.963249	101.856285	100.864601	83.340965	90.326363	92.872612	77.095833	84.699768	87.456703
237.490616	227.464951	216.834671	110.220947	107.83757	108.953072	90.004555	100.666992	118.536652	80.148468	86.197929	84.653572
61.889557	61.664948	54.479649	44.605606	48.079445	47.949314	48.121296	48.143192	50.934612	48.00209	48.740829	45.347523
40.037331	38.484138	31.883043	33.086342	33.377232	33.861416	38.276855	38.942924	34.011051	33.828564	34.467438	39.195461
46.735794	62.362408	55.983971	53.390087	47.945095	58.782749	43.877884	60.203194	58.187794	69.180504	62.924809	69.177536
49.017082	44.45438	38.126339	29.279264	29.856737	30.036898	33.325577	25.473068	22.724619	30.590876	33.429043	28.870972
116.262398	113.972244	102.394028	74.013329	81.880814	83.862503	94.710594	82.420532	73.879936	78.975777	82.470177	81.952805
255.611008	296.281586	281.593475	208.027832	203.196365	204.724091	277.169983	300.482269	353.004089	322.777466	345.901306	334.066589
92.254601	100.601067	107.261246	91.259239	97.580681	111.186584	78.490265	87.469101	90.503242	84.170166	84.484268	94.318909
61.564945	55.344955	58.656208	49.640465	44.441208	47.661621	67.202896	65.678017	60.596565	48.256527	49.89846	47.845402
186.817139	158.832779	153.195602	116.187469	117.607765	112.686607	90.45459	97.790863	123.439522	97.572708	95.526337	87.93737
181.081299	151.95488	141.465485	129.192078	139.989914	143.430847	117.736603	123.808426	115.56089	111.383621	113.332069	102.847374
31.024944	37.81741	49.068405	43.688343	45.348175	55.864155	48.773235	50.814552	43.281075	48.726688	45.794434	49.539654
62.007175	64.959587	60.461845	51.254234	68.175262	68.948952	76.333847	62.364662	75.608513	79.714729	75.11245	73.112709
55.85548	56.464851	44.433903	47.294781	51.573769	51.526726	67.2061	62.44416	72.087196	63.269714	69.726311	66.571762
35.639439	32.757416	29.114573	22.984011	26.107897	23.914881	28.116899	26.882967	28.083035	37.502689	34.391109	37.737278
104.276016	102.818344	112.008102	71.558228	85.68219	77.269829	86.521843	96.308876	114.020172	81.228256	84.876175	92.894066
41.584114	45.721115	39.857468	34.216354	34.678543	32.340321	29.62991	32.556313	35.436935	26.657351	27.229284	24.792469
31.097654	31.816414	27.584221	22.550484	22.120569	25.973436	28.056824	26.808331	27.196198	19.658131	20.956455	22.172749
51.817802	44.973747	46.670418	32.305813	34.524101	38.86396	40.670498	42.073765	44.974777	35.95068	40.595783	42.172203
40.77972	42.25098	58.431831	15.324581	12.38606	9.142397	12.810616	20.288204	22.391674	30.96641	34.575748	36.090889
83.428612	76.098473	72.278648	48.430626	53.598858	50.629646	58.072453	68.739189	66.721634	52.961933	49.078758	46.305965
170.287827	173.473068	162.373016	115.681053	119.405441	117.783463	116.75145	144.776443	140.227982	89.896629	99.232727	102.271812
12.310088	12.271266	12.042459	9.794622	11.839983	10.912668	13.772786	14.946028	10.498165	17.247179	16.512875	14.552952
37.848347	43.031017	52.184967	51.909607	50.291248	48.508049	54.532074	49.574848	44.402515	56.595661	62.977821	57.920574
49.533752	65.308289	63.222687	49.736137	56.435959	62.623081	74.519737	70.311241	73.411346	68.337852	68.301888	70.55191
1.452183	1.542849	1.465992	0.743555	0.629723	0.653607	0.404733	0.418026	0.259722	0	0.28663	0.414236
289.399536	294.157715	300.823975	282.865784	293.389191	295.502563	383.717194	361.904358	348.192871	261.754639	250.703598	240.160049
217.135193	204.307053	224.074387	105.902718	98.18956	96.403038	172.142624	235.879196	215.261749	307.566376	326.409271	328.0289
1.145887	0.116365	0.872087	0.216046	0.408354	0.301338	0.886793	0.580727	0.718076	0.213924	0.354171	0.109831
18.709972	16.337797	16.485682	12.911285	12.665628	12.37506	11.018806	12.125897	12.257243	7.97962	8.481608	7.433189
96.127197	112.157066	118.5756	92.080727	107.178177	109.907822	80.262428	80.320564	89.98774	103.119766	111.917389	108.575684
19.494026	21.275002	16.247709	18.976278	20.235149	22.058563	23.755264	19.24987	21.303835	25.096424	22.879301	24.854818
100.423645	93.809608	89.808311	55.359127	54.476315	47.731243	76.640572	80.220764	76.538277	75.419312	74.794739	78.026169
82.741089	79.531013	83.53685	62.439804	63.668884	65.292549	81.888962	85.682312	84.70488	55.007904	60.568539	56.030975
954.419067	1173.470093	940.310425	638.505615	708.172668	706.492065	1064.62146	943.407715	967.206787	552.740662	566.290405	652.806152
148.212921	135.882111	136.075363	88.704605	82.9972	72.403999	95.285622	123.347198	107.511673	151.553406	151.320251	155.480331
96.720703	95.091118	94.152794	68.456009	70.150757	69.26503	58.804729	56.164478	61.121067	56.713177	59.097435	59.286846
34.125286	29.901047	29.80311	24.313873	25.189138	23.288754	30.008799	25.995798	27.171423	25.748953	27.16588	24.443378
46.966118	43.501358	47.167828	37.926868	46.264996	53.123981	49.72324	49.261112	48.208569	45.188034	43.943745	47.988731
76.968994	78.148964	70.159447	56.060188	56.863472	58.075584	62.505707	65.619835	62.084248	51.211605	54.067844	57.228611
62.622074	61.376701	60.419891	52.605412	57.05632	61.486012	67.336739	61.667095	60.23399	55.802082	62.58625	65.422043
256.998688	242.122253	246.699188	234.627945	229.643356	207.31105	241.442017	237.436737	252.468521	303.925995	304.678131	321.459167
358.362457	343.681396	302.489838	223.671814	223.993256	218.799026	425.820709	485.099426	395.108917	442.509338	476.303436	490.542114
46.642776	61.355831	72.82972	50.123821	41.798286	59.863171	69.443848	79.212494	72.103241	81.558441	70.650009	63.379593
42.728313	44.252266	40.213043	17.346336	20.897491	19.114046	28.592922	33.034946	35.127407	47.278019	46.360344	47.023602
629.803223	567.90155	505.882172	403.840027	390.876831	356.563202	201.260162	183.374176	271.026306	167.784348	173.958313	155.548965
82.315308	74.321777	64.837486	57.998657	57.070259	59.047718	68.175018	66.954048	65.289642	52.342949	55.279011	47.071449
46.684582	53.007542	50.009167	40.409164	44.905567	47.479725	48.142582	41.301006	43.064568	75.408829	70.429413	74.741035
28.259176	24.516079	25.756214	18.760908	18.070971	16.25127	30.363832	33.295242	30.908173	35.660168	36.893032	36.911663
34.151535	35.225471	39.514233	29.76259	27.132986	30.350208	38.848278	48.580185	44.307938	43.191589	44.494526	39.869289
18.908968	13.808129	16.461317	8.968448	9.003804	7.061292	10.758939	11.001316	11.040624	20.674416	21.430191	14.347925
196.432785	182.179504	183.074844	148.193222	147.104309	132.194244	127.322647	125.417885	149.450394	112.235825	110.329895	96.531296
6.850266	6.633776	6.585372	2.43807	2.885756	2.369259	1.459304	0.182582	0.519457	0.374165	0.271454	0.534588
23.481541	19.977165	19.8116	18.297989	17.542416	17.566473	28.341755	25.674198	20.081039	16.008678	15.283917	14.001478
33.251171	33.416775	33.901508	27.710501	27.517418	29.791618	55.276272	49.168541	40.579781	33.701996	33.332481	27.673286
19.656954	17.348391	18.092772	9.397116	9.247815	10.158906	11.787055	11.391792	11.555797	14.722445	14.94332	14.543394
148.530289	157.030014	174.173035	71.617691	84.348335	75.567703	89.524193	112.073326	125.872704	151.335373	154.054764	142.370544
67.078545	69.723389	71.244164	40.335331	43.138744	37.114357	34.907372	33.463261	26.79677	30.373428	38.895786	34.328655
0.039691	0.288512	0	0.124849	0.156466	0	0.075344	0	0	0.263438	0.435051	0.126817
15.504821	16.394758	17.47658	14.794198	14.79726	17.514374	16.553667	9.691563	11.899343	16.635885	19.545944	13.555408
15.082638	12.762615	15.793715	14.989298	17.145853	20.073378	19.22208	18.795824	17.555487	22.292713	21.094036	20.390686
570.19928	787.492798	769.545471	1582.406738	1529.861572	1422.630493	2747.092529	3360.283691	3077.15625	2712.520752	2744.113525	2813.950684
120.722107	111.14592	123.678726	104.779549	108.497574	101.383873	133.241608	126.315819	105.14875	100.45903	99.978256	110.903732
113.148537	104.287201	106.092896	74.99601	77.529274	66.585518	76.828568	77.361481	87.797333	145.034317	129.518173	126.896057
19.525209	22.525078	28.279518	24.902216	28.51881	30.901146	40.072128	34.755894	35.455654	28.740417	30.218025	27.77021
67.299065	64.721458	54.653198	50.264278	55.282173	62.717911	73.793144	73.053322	80.523651	56.27924	60.800507	65.610558
84.660187	72.315773	94.006973	51.740295	58.179989	52.380676	96.727005	134.058563	147.34465	185.528656	161.519104	142.966705
112.18528	129.627335	143.992371	126.388443	129.594864	125.831459	123.872726	131.845642	151.257401	144.072266	143.393158	115.289742
36.441341	35.389038	31.653643	33.583939	32.43512	31.156679	42.28376	31.53993	28.207026	32.545647	32.750675	31.106718
409.125031	383.549408	374.002014	330.254333	357.471863	327.776672	132.341095	92.413963	147.194901	216.252777	218.115891	202.277939
110.451691	109.329697	103.041832	70.109596	67.17749	64.483551	76.160011	87.168007	85.00312	46.63184	50.920155	45.972717
151.300705	153.590225	153.315216	71.534096	66.09005	65.106094	41.703476	71.557388	62.423538	35.405823	34.763882	36.73254
116.388229	109.160652	106.12854	64.194641	66.440262	56.285236	88.448608	96.651291	97.14006	76.900124	77.285713	73.237587
43.624023	36.202629	42.314003	19.092655	20.83173	20.755032	25.627722	39.941074	30.945135	44.895546	53.723793	44.297283
185.848053	181.098984	173.515213	130.971085	136.409882	134.52121	146.401627	155.446259	172.576706	105.95472	108.425751	108.586189
92.457123	98.241165	104.685188	71.765594	74.082756	75.623604	88.868935	69.13253	68.521416	131.868759	140.819092	126.720673
170.036896	183.608292	211.373718	238.74324	236.154312	203.83989	210.398773	246.249969	281.483917	536.782227	559.808289	531.291199
63.884041	67.160515	70.266365	66.583534	71.65789	66.940002	77.011116	75.077217	72.422165	66.930847	67.35083	61.073154
718.081299	652.485107	652.097961	446.582336	459.456268	440.322968	386.317535	368.221375	378.86438	402.131104	413.792267	401.240845
28.462481	26.515724	27.631893	24.117979	28.339825	25.838978	39.465889	51.631107	46.280697	20.991352	23.787886	19.276005
58.510075	61.240501	75.223526	91.058792	95.366096	101.311905	119.80233	133.072815	136.57692	63.612598	59.971115	55.575233
38.176716	33.192673	32.472706	30.136375	32.66486	39.286697	14.013491	10.810419	9.629906	5.516943	4.184744	4.273548
211.86853	195.582596	175.796524	116.022049	118.704559	116.288765	131.592804	124.681213	134.595688	88.96312	91.985237	82.552574
63.488861	54.425632	53.663376	44.566967	46.620262	48.595989	39.03582	36.054653	37.370457	46.478291	49.371151	49.543964
29.922523	27.803381	31.230671	29.222605	30.802643	35.805664	30.493811	27.537369	27.356482	28.579117	28.634472	30.381424
86.662949	99.665894	96.691223	107.620415	109.962662	114.287582	122.138649	96.636917	95.240906	87.482918	89.211761	88.472191
24.69636	19.275053	26.116838	22.020227	25.378975	23.797735	18.764097	23.032595	21.498434	23.861364	22.343822	21.851454
21.295967	20.896551	28.203856	15.539589	14.685371	17.521044	20.530005	14.877613	11.698258	28.053156	29.057165	29.622469
207.338379	212.000992	194.727692	178.152939	185.949081	192.0242	149.870316	158.972427	145.276215	116.0196	115.917847	125.360771
179.000961	192.024033	179.396866	119.44278	130.675705	127.565262	95.494614	46.379494	73.43895	35.101402	36.485043	35.477421
89.533966	91.178787	100.021355	81.022461	79.237373	61.112011	69.056839	74.513435	71.187698	162.253586	176.427383	170.352051
186.675018	204.591248	215.533066	194.594894	194.938904	192.344391	69.936607	65.138054	67.077232	51.045261	51.884506	42.986389
52.887821	60.652191	55.888927	100.927162	97.287773	105.233299	101.965828	137.892685	138.17424	94.856171	94.777626	98.533073
55.029675	63.965515	52.998684	94.94442	94.399445	98.216537	99.46373	124.125412	124.367302	85.455414	88.771957	90.32579
96.799194	93.392952	101.646027	63.39003	70.107071	78.608627	84.290611	94.127296	79.410912	72.231567	69.590553	77.622185
43.220486	39.519699	39.228729	34.175175	33.033936	33.267044	36.429398	32.95694	32.374344	32.80125	30.307802	32.541409
104.929695	95.631844	91.152382	31.828407	32.295982	39.846199	17.346695	20.056282	21.880342	15.555098	17.154474	19.087214
983.601379	807.163635	778.551208	432.279419	385.402588	376.451691	400.961456	353.454803	396.956696	310.840759	320.2276	347.050507
89.552361	88.029472	94.284889	74.723389	85.658684	80.143059	65.53492	77.649734	74.056084	118.644814	109.259987	106.502243
133.777161	146.672043	124.438477	136.598618	142.438568	143.569183	144.358566	162.277893	172.789825	141.87851	140.419144	136.421356
181.553345	176.163574	163.22403	174.147354	202.25618	201.232925	181.182129	141.762711	170.579819	131.476669	132.93222	139.122894
134.305237	117.855606	108.533127	104.472519	97.496536	100.581001	212.987198	196.070023	153.016129	87.720146	87.057129	87.205818
185.047089	180.792679	170.242447	130.950821	135.94458	137.41571	168.248428	172.321823	166.399918	97.243622	99.584801	98.600708
1.794901	1.552563	1.438569	1.457722	1.003144	0.908917	0.83355	0	1.521913	0.922941	0.924107	1.442162
54.3493	44.173817	52.3074	29.714401	23.730358	26.69862	14.360929	9.251587	10.160694	20.604279	18.964518	19.907129
129.106216	106.977158	109.922241	66.252884	67.85907	71.009476	77.571243	76.119049	78.076889	66.091293	70.076294	69.529182
13.116652	14.913122	17.473963	19.048929	19.571978	19.313446	30.622988	24.533918	24.145432	25.294542	26.979582	20.584257
41.70565	45.98608	40.313015	37.095852	42.028557	35.052505	53.563084	55.782204	48.626831	48.189747	51.955112	47.232422
130.953796	121.61972	120.016174	78.885345	75.201187	77.050072	86.185799	92.597191	91.838829	64.268219	67.723534	60.382717
99.0644	102.321846	128.485901	103.086403	101.5457	100.244484	89.913994	59.903362	55.612797	124.873375	114.617989	91.199371
43.821873	45.257771	47.342613	36.472275	40.090534	41.845074	47.434937	42.651684	42.415623	57.256798	61.614677	60.089828
137.057587	124.057274	101.654724	87.713676	90.337875	87.997566	77.407234	73.283348	74.66758	62.202988	66.065086	64.147148
125.426628	125.615997	108.707047	77.248146	73.326546	87.288818	83.48584	103.232353	92.657036	83.378143	83.025414	92.018509
407.085388	558.967163	761.212524	632.216553	668.101562	789.907593	520.628662	718.965088	749.658325	611.17627	565.300293	655.746094
67.243027	61.695984	81.051605	41.119514	38.931557	43.222088	21.66815	18.987762	17.487726	24.871952	26.751387	27.307913
82.768349	85.45192	77.988655	63.865757	65.333809	67.639549	81.564491	82.220581	92.217712	68.714844	66.181725	56.91473
40.040733	36.222725	34.651623	37.955898	36.267899	41.001804	41.150093	33.665466	33.596546	37.561607	41.368763	38.686852
52.114101	48.021339	39.66246	37.447273	44.204899	39.669273	25.841764	22.613426	36.156597	46.578472	55.842346	42.193832
541.313843	695.557373	809.546204	929.668091	961.497192	893.194458	1236.315308	1381.351562	1493.728027	1738.501709	1786.960083	1667.242065
417.945831	407.858643	424.405029	295.17334	314.319336	302.517487	290.364929	265.793915	300.276184	303.393463	296.730499	289.510162
36.312626	38.823978	36.855888	39.405766	38.614113	37.249199	68.912987	79.855347	107.520706	73.750961	65.344078	58.530243
