baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ostta06g00070	551.900888602513	-0.0129250506772863	0.132845333227866	-0.0972939761091666	0.922492939674852	0.948529523709033
ostta15g01110	3069.21746475927	0.789111894113864	0.293463398517631	2.68896188792162	0.00716746018507285	0.0178348749540254
ostta10g01190	1404.71755953282	0.250818731772814	0.129253575146255	1.94051678252616	0.052316916600858	0.0971781019944197
ostta15g01440	708.272762180594	-0.376082629708472	0.178957251374971	-2.10152216140413	0.0355951546936424	0.0702010462100039
ostta02g04020	1530.48777616383	-0.16874981095894	0.0757951920888111	-2.22639202182127	0.0259879344141464	0.0536127939031004
ostta06g00075	44.8357110261965	-1.07727859488422	0.265755074970652	-4.05365201399516	5.04242075078629e-05	0.000217718944417049
ostta01g00240	388.820887403234	-0.153118358043299	0.143201187764353	-1.06925340797637	0.284955498851147	0.390539868239483
ostta02g01610	2805.40032632934	-0.0737241768579839	0.0827149321212274	-0.89130432640546	0.372765928295779	0.483315526046159
ostta01g00530	173.146750563918	-0.535273447942367	0.185649478159624	-2.8832477917451	0.00393597690748177	0.0105473171394896
ostta14g02700	1636.68384831853	-0.0337148050727896	0.0760293297175527	-0.443444723214572	0.657444093161835	0.747574410978086
ostta04g02010	1175.72504578473	-0.666386688533675	0.127590276886912	-5.22286419304754	1.76176600813132e-07	1.23646288336249e-06
ostta02g03290	559.67385886168	-0.0335449998240774	0.129174937217286	-0.259686596693685	0.795105532328417	0.856533687040499
ostta03g05830	418.982448753932	0.398495091396221	0.116301577200502	3.42639455963028	0.000611651183784777	0.00205600643531865
ostta14g00960	958.622473598479	0.215302742637984	0.0973352979635524	2.21196983152612	0.0269687495142769	0.0553679336398121
ostta03g00710	954.257782588243	-0.24210524696191	0.0917388345485753	-2.63907044550164	0.00831337038424582	0.0203103827302709
ostta13g02060	1660.8982536471	-0.660027519821275	0.0981570075468235	-6.72420172860734	1.76557686493462e-11	2.36149757292477e-10
ostta03g00240	9085.05343615355	0.0696328589878809	0.157256286600702	0.442798571002058	0.657911437036689	0.747883899947965
ostta14g00630	2070.93747019152	1.11072904345833	0.125867999658365	8.82455466419668	1.0989624449253e-18	3.81106252394003e-17
ostta02g03465	818.297573326556	-0.0133137572636231	0.0908674714936676	-0.146518408015247	0.883512159237386	0.921758397549051
ostta20g00290	1506.87676697151	0.256599541599457	0.0879393261757222	2.91791571255293	0.00352379587329322	0.00958352433389611
ostta14g01610	455.33414550309	-0.343518208955989	0.199771884318661	-1.71955232903562	0.0855138478401758	0.147235835959527
ostta03g04400	1528.7768048115	0.395457038623576	0.123223749230463	3.20925991209664	0.00133077134793227	0.00407961264422118
ostta06g04170	2068.33249634339	1.29199632547774	0.0870301565716112	14.8453866610552	7.45238739728036e-50	1.90383656709189e-47
ostta02g03920	579.110325540692	0.0590655187217912	0.112666959645438	0.524248802911428	0.600105500947761	0.69894081414187
ostta11g01220	512.424459339818	0.176155991453166	0.114011387488435	1.54507365741018	0.122328447953774	0.197915394789471
ostta08g03580	365.571639435846	-1.07339815292032	0.148893804477954	-7.20915256805907	5.63011527196473e-13	9.33965442518132e-12
ostta15g02790	836.522629526942	0.0141673624220994	0.0945855276668334	0.149783616707223	0.880935335501852	0.920082550757974
ostta04g01660	2385.69879123264	-0.822197483528022	0.0873610137864084	-9.41149201333947	4.89143455466317e-21	2.21822215544015e-19
ostta15g02795	297.869313024885	0.712292482888247	0.165570390986944	4.3020523092466	1.69223346521978e-05	8.1363094588735e-05
ostta05g02235	237.260115492645	-0.274119969089922	0.163678828887743	-1.6747429765515	0.0939846713694517	0.159041404587211
ostta05g02230	340.59846905943	-0.407261936106654	0.138788349034867	-2.93441012115751	0.00334182322442519	0.0091535858441725
ostta05g03010	139.513908780076	0.173105118067102	0.204091115410765	0.848175667611505	0.396340146159549	0.507269814849784
ostta05g03540	1222.7984540533	-0.0142210824272891	0.127336469344903	-0.11168114288429	0.911076231578037	0.940851432309685
ostta18g01730	403.478910825375	0.262434450592461	0.118034193657546	2.22337648490119	0.0261904239782348	0.0539289117058549
ostta18g01735	732.024608452654	0.286348234942363	0.146461315631946	1.95511172152754	0.0505698850524632	0.0944595659376257
ostta18g01880	78701.3928572246	0.667222653838341	0.109412454334422	6.09823312983146	1.07247259844599e-09	1.05920489619718e-08
ostta15g00790	1113.97345956591	-0.450846529183452	0.0966712217161647	-4.66370985262995	3.10559175118644e-06	1.73731789643014e-05
ostta15g00240	2618.9978300341	0.0802171227593647	0.107655720500689	0.745126430683742	0.456195292332471	0.566107629604284
ostta08g03360	749.118332281692	-0.000310629409983734	0.0879994698744471	-0.00352990092357287	0.997183552400836	0.998355943252777
ostta07g01300	45.2737805092441	-0.0826831933190342	0.259853627711966	-0.318191414324545	0.750339744979141	0.822337166526546
ostta15g02860	6105.85213649484	-0.107758401399654	0.0803111668502895	-1.34176112271572	0.179673461484622	0.270215347099321
ostta19g00270	2861.79203479898	-0.540956786844067	0.08556975548112	-6.3218222817456	2.58496576874047e-10	2.81009612079815e-09
ostta10g00960	506.937554204042	-0.302350518129978	0.126000615148264	-2.39959557161054	0.0164131946101459	0.0362927650006227
ostta07g04150	899.336494850858	-0.0695115268691266	0.0852958989763811	-0.814945709035492	0.415103387334139	0.525930296004107
ostta04g01590	146.092782834684	0.300909384890848	0.182830213920456	1.64584057765072	0.0997965856033294	0.167324662451086
ostta02g00870	3451.96693897877	-0.0606081435522304	0.0961716707064495	-0.630207867940948	0.528558592220371	0.634755377104297
ostta09g00810	8501.53378070751	0.132218422196535	0.113967261007823	1.16014389595148	0.245990224794977	0.346859964029446
ostta08g02180	2169.83307978216	-1.43405456006174	0.153498052204847	-9.34249353306422	9.40915924258861e-21	4.0741127929491e-19
ostta01g01110	2666.58428506444	-0.296006492404467	0.0722217034474032	-4.0985808735464	4.15690993691107e-05	0.000183728706784812
ostta18g00930	3096.83075922932	0.456237527205619	0.0969242321172763	4.70715647923402	2.51196086571682e-06	1.42816528745206e-05
ostta18g00280	821.740421797259	-0.123487149472974	0.105091183318698	-1.17504766406987	0.239975647140761	0.340020957605249
ostta03g04740	424.21473114894	-0.343659789853408	0.139476413451875	-2.4639276372846	0.0137423852841112	0.0312619889633208
ostta07g00870	474.207588101715	1.6909758018395	0.20909333059033	8.0871819156804	6.10610331203675e-16	1.50473234030385e-14
ostta18g01080	2766.41809323199	-0.100932331076069	0.133826415190387	-0.754203353145781	0.450727124467574	0.560956914894363
ostta01g06360	11.466489701088	-1.90628669154224	0.578677408258369	-3.29421308718366	0.000986976465845184	0.00311668217315101
ostta15g00420	2625.97157287095	-0.020967783916932	0.101207582093963	-0.207176018664937	0.835872395337311	0.888136148324573
ostta03g01590	745.808078070419	-0.00632270574942069	0.16985235063388	-0.0372247173843911	0.97030583064444	0.980670432026769
ostta03g01040	1660.26160222239	-0.365013875370972	0.101708621155251	-3.58881942577713	0.000332178815805247	0.00119019095106658
ostta14g01940	10800.4931158195	0.624612181486806	0.114989435475284	5.43190927849245	5.57542676562068e-08	4.26873833483685e-07
ostta19g00110	5.12772403513364	0.375438855586033	1.2146991044788	0.309079717109963	0.757260887710563	0.828618995347481
ostta01g02870	425.95736895716	-0.440231261921238	0.1471468403784	-2.99178195596418	0.00277354283504398	0.00776632527869094
ostta02g03110	863.843689830289	-0.0938467658293445	0.124292714639801	-0.755046392713456	0.450221146473268	0.560509237584654
ostta07g04480	804.453119973888	0.0753139233171525	0.100298012932697	0.750901449739488	0.452711967797179	0.563004125945464
ostta09g00600	5370.10323774462	-0.102679352070775	0.0920961423510345	-1.11491479935611	0.26488693415199	0.368385583776178
ostta09g00975	1327.20683367917	0.694000242028018	0.130778958161479	5.30666593299439	1.11648525638163e-07	8.11835199706717e-07
ostta09g00970	1422.66981384192	-0.273211490329856	0.0997524732551182	-2.73889439945127	0.006164617065923	0.0156442467527264
ostta05g02490	1124.7111534239	-0.039414989052837	0.114115165366478	-0.345396590595622	0.72979623996232	0.807210042296323
ostta01g01370	7.64544335310351	-1.02365221848834	0.60647368100366	-1.68787574886067	0.0914350828082851	0.155460121501752
ostta03g03570	3108.63506710715	0.0501679708668562	0.122907845983606	0.408175494943975	0.683144837511038	0.769152642086763
ostta13g02240	538.842616350352	0.316525496581086	0.106599421582063	2.96929844349501	0.00298480551506157	0.00830027194028732
ostta09g03770	1142.61620303715	-0.146523285210469	0.0832845136331068	-1.75931009042026	0.0785248536605818	0.137369203025496
ostta04g03990	224.845852481639	-0.0739954358584033	0.14787593749328	-0.500388617057902	0.616801466859205	0.7125665423589
ostta04g03620	1803.49096217876	0.133446176917181	0.0795361786333206	1.67780473251547	0.0933852251799988	0.158306650249836
ostta03g01620	401.460967932029	0.230626779046234	0.177504390054389	1.29927366289683	0.193850029450385	0.286808228901111
ostta05g00890	1407.94152226978	0.0657489485878911	0.120273427185648	0.546662302109377	0.584610757829547	0.684666388753919
ostta08g01060	1.88499747323999	3.02918869993995	2.96507502109564	1.02162295334457	0.306959389634519	0.415422348959731
ostta04g01840	1907.62065676063	-0.149361247047559	0.0885919725899764	-1.68594560749693	0.0918062763641389	0.155975017081525
ostta01g03220	386.612581619477	0.0735690417800514	0.14867971489482	0.494815596277517	0.620730294152667	0.716241640226745
ostta04g01845	428.966136155492	-0.117727057582864	0.121316481749655	-0.97041272451176	0.33184080858523	0.442069869111281
ostta06g03332	6709.310609801	1.1643833730338	0.129240386934885	9.00943892732579	2.07113364595064e-19	7.85800409037906e-18
ostta10g03260	771.22492314169	0.106866755272203	0.0999850311310877	1.06882754411601	0.285147385455899	0.390732980892904
ostta18g00420	1131.96028319481	-0.00285829095790942	0.0867757518585212	-0.0329388210034708	0.973723374896673	0.98256957803925
ostta04g04160	296.854606912235	0.811533253562548	0.132279960466915	6.13496746368869	8.51766248752429e-10	8.60070689122348e-09
ostta07g02650	1383.13818833125	-0.148085557319369	0.19971551605743	-0.741482485901526	0.458400947222593	0.568200688907318
