ostta17g01950	lipid_gene
ostta17g02010	lipid_gene
ostta17g02080	lipid_gene
ostta18g00560	lipid_gene
ostta18g00810	lipid_gene
ostta18g01380	lipid_gene
ostta18g01710	lipid_gene
ostta20g00030	lipid_gene
ostta20g00320	lipid_gene
ostta20g00840	lipid_gene
