ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0000723	telomere maintenance	2/43	10/4717	0.2	21.9395348837209	6.35728532322984	0.003487638069284	0.555187338639184	0.555187338639184	ostta11g03070/ostta01g06050	2
GO:0032200	telomere organization	2/43	11/4717	0.181818181818182	19.9450317124736	6.03312730859434	0.00423807128732202	0.555187338639184	0.555187338639184	ostta11g03070/ostta01g06050	2
GO:0030163	protein catabolic process	4/43	115/4717	0.0347826086956522	3.81557128412538	2.93169584962173	0.0199127756767614	0.567788488812696	0.567788488812696	ostta16g00780/ostta09g02850/ostta02g03250/ostta17g01500	4
GO:0009765	photosynthesis, light harvesting	2/43	26/4717	0.0769230769230769	8.43828264758497	3.64756808056841	0.0229703417038842	0.567788488812696	0.567788488812696	ostta16g02310/ostta09g02850	2
GO:0016579	protein deubiquitination	2/43	27/4717	0.0740740740740741	8.12575366063738	3.56125471534856	0.0246661761666963	0.567788488812696	0.567788488812696	ostta02g03250/ostta17g01500	2
GO:0070646	protein modification by small protein removal	2/43	31/4717	0.0645161290322581	7.07726931732933	3.25585428210803	0.0319378312456743	0.567788488812696	0.567788488812696	ostta02g03250/ostta17g01500	2
GO:0042274	ribosomal small subunit biogenesis	2/43	35/4717	0.0571428571428571	6.26843853820598	3.00038515052118	0.039944023532984	0.567788488812696	0.567788488812696	ostta03g02770/ostta05g03870	2
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	2/43	38/4717	0.0526315789473684	5.77356181150551	2.83357425620184	0.0463946852495961	0.567788488812696	0.567788488812696	ostta16g00780/ostta17g01500	2
GO:0006661	phosphatidylinositol biosynthetic process	2/43	40/4717	0.05	5.48488372093023	2.7319595846541	0.0508940904726803	0.567788488812696	0.567788488812696	ostta10g02490/ostta07g04100	2
GO:0010498	proteasomal protein catabolic process	2/43	41/4717	0.0487804878048781	5.35110606920023	2.68368240935344	0.0532008880679652	0.567788488812696	0.567788488812696	ostta16g00780/ostta17g01500	2
GO:0006511	ubiquitin-dependent protein catabolic process	3/43	95/4717	0.0315789473684211	3.46413708690331	2.32695759600328	0.0547269276421439	0.567788488812696	0.567788488812696	ostta16g00780/ostta02g03250/ostta17g01500	3
GO:0019941	modification-dependent protein catabolic process	3/43	96/4717	0.03125	3.4280523255814	2.30516727724488	0.0561427307800694	0.567788488812696	0.567788488812696	ostta16g00780/ostta02g03250/ostta17g01500	3
GO:0043632	modification-dependent macromolecule catabolic process	3/43	98/4717	0.0306122448979592	3.35809207403892	2.26243748238066	0.0590270570350365	0.567788488812696	0.567788488812696	ostta16g00780/ostta02g03250/ostta17g01500	3
GO:0009057	macromolecule catabolic process	5/43	237/4717	0.0210970464135021	2.31429692866255	1.99115666112576	0.0624374930592327	0.567788488812696	0.567788488812696	ostta12g03150/ostta16g00780/ostta09g02850/ostta02g03250/ostta17g01500	5
GO:0046488	phosphatidylinositol metabolic process	2/43	45/4717	0.0444444444444444	4.87545219638243	2.50526687451479	0.0627892180581339	0.567788488812696	0.567788488812696	ostta10g02490/ostta07g04100	2
GO:0051603	proteolysis involved in protein catabolic process	3/43	101/4717	0.0297029702970297	3.25834676490905	2.20036732226657	0.0634837804371285	0.567788488812696	0.567788488812696	ostta16g00780/ostta02g03250/ostta17g01500	3
GO:1901565	organonitrogen compound catabolic process	4/43	167/4717	0.0239520958083832	2.62748920763125	2.05374929107723	0.0641743442414344	0.567788488812696	0.567788488812696	ostta16g00780/ostta09g02850/ostta02g03250/ostta17g01500	4
GO:0046474	glycerophospholipid biosynthetic process	2/43	49/4717	0.0408163265306122	4.47745609871856	2.34677279080541	0.0729167684262205	0.567788488812696	0.567788488812696	ostta10g02490/ostta07g04100	2
GO:0019684	photosynthesis, light reaction	2/43	52/4717	0.0384615384615385	4.21914132379249	2.23868331701967	0.080836600845259	0.567788488812696	0.567788488812696	ostta16g02310/ostta09g02850	2
