k4_temp10_1	k4_temp10_2	k4_temp10_3
4.81289120730842	4.33056868961943	4.8990527895817
4.49371372343709	4.33056868961943	4.64031852118153
8.9222134825225	8.96687807034081	9.07792199227507
8.64597441799717	8.82102720387735	8.60610280584362
9.43723324103633	9.55015812767492	9.50715586726961
4.64983292535437	4.78428665706233	4.98271071862861
4.76815289254313	4.67737145314582	4.62737946547403
9.85394420650547	9.95421165850465	9.89264604637157
3.71020554333385	3.89446957481276	4.49117508187573
8.95001924108767	9.14518598346253	9.05455072038874
4.57388407212107	4.86228916906361	5.01287268913887
8.83203625657512	8.9484752889555	8.9375623526883
4.2224117016197	4.49350726074564	4.46232021920354
4.96929276465099	4.80700673356242	5.04241696475288
4.57388407212107	4.45086292333714	4.8216482858961
4.318627016879	4.26643835219971	4.6784536500683
8.97852702942399	9.12949827115989	8.93099568208446
6.37938104795809	6.64621052165936	6.58450765821303
9.61630756551968	9.77315164690802	9.74135621989768
4.53435570793444	4.77279101822451	4.71560664848577
4.81289120730842	4.94655808596121	5.17281360200856
4.98892157139992	4.89446957481276	5.44767344323914
6.9864825259485	7.11534576370183	7.06418477983512
4.50738866033417	4.87309592402019	5.06178228961981
9.42872438328828	9.52296872381756	9.49028204870522
4.92921532527565	5.07379327425732	5.31677937638819
7.76957216962847	7.78571719266877	7.79730446691635
4.64983292535437	4.81823398898567	5.15489169401129
4.71020554333385	4.67737145314582	5.08089111256752
4.69833144304556	4.72586997083701	5.26759182676065
7.53602452829505	7.53832576458749	7.75777610272971
5.11038508388558	4.9567538530671	5.57443058552508
5.40152002522734	5.50744645170351	5.52645055662326
4.45189354774246	4.45086292333714	4.8990527895817
4.46596873295418	4.6271856959776	4.50538894109543
8.50738866033416	8.67196664870502	8.51156373822339
7.93048474466321	8.14908140156156	8.15263572007092
4.83475064127216	4.84042973509987	5.15489169401129
8.56246641469138	8.79781981271603	8.6192332267724
4.33405705744861	4.70182449687036	4.81024352262385
9.19679332345089	9.37543792672988	9.33629245575059
5.11038508388558	5.10162748245405	5.27590709497266
4.66211125513281	4.86228916906361	5.06178228961981
4.36443070649212	4.47943207553391	4.75182683639852
9.59485150158451	9.74106612846321	9.55192451110814
4.71020554333385	4.70182449687036	4.56088405368713
4.02739571921455	4.24995022941115	4.17281360200856
8.16533060641243	8.25924797399324	8.20147006063162
8.28428719340381	8.40784884794972	8.29137021236047
4.23889982440826	4.34616554467045	4.70332831870733
4.18885914190867	4.94655808596121	4.71560664848577
5.94437513244665	6.05967216601267	6.20365100593115
4.36443070649212	4.61436165562002	5.04241696475288
8.78087640016378	8.89181512136678	8.92770110417202
4.36443070649212	4.29885982989209	4.98271071862861
4.25520163673737	4.42171657767763	4.78715990951081
4.80183601879942	4.70182449687036	5.37985805901157
5.08324895394807	5.11078748173952	5.38755245080157
9.43276115115378	9.59654037853278	9.43241158065265
4.27132130210064	4.66498772868999	4.9414880559021
4.00828689626684	4.12893482844978	4.46232021920354
2.17178562854973	2.85140085292087	3.22528102190269
4.69833144304556	4.52125225122854	4.95190467184744
4.33405705744861	4.46521821631421	4.50538894109543
3.96929276465098	3.82937454659087	4.1548916940113
9.16963716197115	9.24007049868449	9.21288341677047
8.17071179519841	8.29384175512547	8.19051560374202
4.3793810479581	4.45086292333714	4.60114792390085
8.08210712955852	8.40691957574955	8.25081611400983
4.69833144304556	4.58836644708708	4.8216482858961
5.4305198969499	5.2078861698446	5.51946412630715
4.96929276465099	5.07379327425732	5.29239521776123
4.50738866033417	4.46521821631421	4.86638660066138
4.91901955816976	4.91553119034059	5.18169175335501
8.92858019647785	8.98629383820842	9.07077107284707
8.9568877437602	9.16510844100326	9.10325892559597
4.40882482585058	4.07379327425732	4.61432331264859
5.06487042463322	4.47943207553391	4.85533141215239
9.16101115695555	9.29484676738547	9.19106530656478
4.318627016879	4.39196923428358	4.50538894109543
4.15450763711789	4.34616554467045	4.73985419473245
8.50227573694051	8.70862789190853	8.56682631880247
4.34932381410191	4.18204616490934	4.79874788378602
4.45189354774246	4.60142259991252	4.8216482858961
10.6062152882912	10.7679136873281	10.6145282263683
10.1117845359702	10.3254140102338	10.2962325151052
4.11931820865559	4.52125225122854	4.71560664848577
4.47990792391206	4.39196923428358	4.30869703009033
4.11931820865559	4.37686234189337	4.30869703009033
9.0900809874305	9.19663807282294	9.24076244934591
2.23889982440827	2.45086292333714	2.87735771848238
4.99863672623313	5.08313113883666	5.41792609984509
7.446579747846	7.59816962211743	7.62737946547403
4.67428596907891	4.57519105833935	4.85533141215239
4.89840927849447	4.84042973509987	4.88824603462512
9.54433979650706	9.60142259991252	9.55406278783112
5.09235116105532	5.27461228364542	5.35652555518095
7.64520147662273	7.79000030825673	7.78279030988304
9.82215357799032	9.92756863000532	9.79838716493406
9.18938944702064	9.22116341283656	9.17002793780867
4.62495825671534	4.66498772868999	5.08089111256752
4.56082791929563	4.63989674772716	4.8990527895817
4.20573296047306	4.60142259991252	3.9622466160689
9.67276973663153	9.76845642796061	9.74510445541965
4.00828689626684	4.43636335364203	4.6909445942515
4.50738866033417	4.31480137376111	5.0326359439603
4.66211125513281	4.6524967845068	4.62737946547403
9.38957026877063	9.48516669110518	9.37309163770603
3.96929276465098	4.18204616490934	4.08089111256752
5.2306793176033	5.26643835219972	5.58115644871339
4.9593772957859	5.19932415634118	5.24235453526163
9.809790488415	9.94431812426332	9.87667446247109
4.94939320721328	5.06439457625507	5.06178228961981
9.49070497356475	9.50353964764072	9.68510292731117
5.55425526537214	5.79569142033458	5.83858814831781
4.50738866033417	4.43636335364203	4.27590709497266
4.80183601879942	4.68964978292426	5.01287268913887
3.61235821993571	3.9567538530671	3.92042644037427
4.04625474646587	3.91553119034059	4.13674434730103
7.29516804405501	7.41433704731203	7.60280144275337
9.35689703380672	9.56314603193535	9.42915335526834
4.67428596907891	4.54847371996356	4.64031852118153
4.34932381410191	3.71389732917094	3.85533141215238
4.17178562854973	4.19932415634118	4.30869703009033
4.06487042463321	4.42171657767763	4.08089111256752
5.50056739447815	5.9567538530671	5.90977919617476
5.5673707651624	5.66498772868999	5.86638660066138
4.33405705744861	3.97693173500473	4.51946412630715
8.84891797319875	8.96876847686709	8.87599088271848
3.88799266254914	4.054934247006	4.37212241023196
4.46596873295418	4.49350726074564	5.0326359439603
4.33405705744861	4.74952123890166	4.70332831870733
4.58682312782857	4.93628975050738	5.04241696475288
8.79418613563098	9.06792626722532	8.84279221649204
7.94437513244665	8.21427449780715	8.0116284501304
4.50738866033417	4.66498772868999	5.11836581798618
7.3244326385602	7.36159558524005	7.37406021447345
3.80183601879943	3.80700673356241	4.1548916940113
4.61235821993571	4.71389732917094	4.47681978889865
9.08609956748347	9.23484333702094	9.13102616684295
4.68635880137948	4.89446957481276	5.09975013981883
9.20573296047307	9.41757023748746	9.26707052773389
7.69534758460674	7.89711915322671	7.85116377793716
9.33357735834497	9.46253745671806	9.39425154428876
4.02739571921455	4.09240895242467	4.41792609984509
8.06602596737892	8.20254086902472	8.05937579191271
8.79627649345752	8.99806594809407	8.89635868041244
9.71131374595464	9.8908184408153	9.78606874971527
4.81289120730842	4.67737145314582	4.86638660066138
9.72783543735564	9.92951121787632	9.64112337199231
4.00828689626684	4.60142259991252	4.49117508187573
