k4_temp10_1	k4_temp10_2	k4_temp10_3	k4_temp14_1	k4_temp14_2	k4_temp14_3	k4_temp20_1	k4_temp20_2	k4_temp20_3	k4_temp24_1	k4_temp24_2	k4_temp24_3	k4_temp26_1	k4_temp26_2	k4_temp26_3
5.06694884629475	4.5320544647679	4.83431293352261	4.75471041530121	4.80863326385191	4.59369939073767	4.8759086372099	4.40948389381137	4.62201884160872	4.55066791693433	4.71486099597216	4.99632154669275	4.68243204666145	4.56230737851648	4.65894862536964
8.79363413753807	8.69646707804427	8.84413386849019	8.72281659768516	8.68314137669442	8.71387647645454	8.68448622670049	8.68033152521491	8.70371311563647	8.70455825096829	8.75368854000189	8.60376172687498	8.83032381058258	8.52272591923904	8.82281264127584
8.51557639724301	8.54000016006132	8.44312747927764	8.54000016006132	8.52412001764166	8.45972533202458	8.58513173977196	8.48326889745707	8.6250416614176	8.57448212932376	8.4899788219945	8.40026083822718	8.07803413040849	8.73489482512257	8.38984306236031
9.29330340058735	9.24880246429455	9.29330340058735	9.21617682607589	9.26200149585839	9.28246719356102	9.22617322389272	9.26961127892029	9.27985937549055	9.25262522260723	9.37688126961884	9.36223523294778	9.37688126961884	9.35807871515955	9.30175278173902
5.0220059585236	4.88907251666215	4.59369939073767	4.47371547160449	4.82724178326369	4.6742395090865	4.58305432029445	4.67070202978853	4.73456259961089	4.73738588595036	4.67301311763694	4.90575958048566	4.53022894019404	4.63500879386324	4.64669434920176
9.66968982466573	9.67645504562919	9.65198516336582	9.72926356135049	9.69605417146691	9.65198516336582	9.5954749203366	9.62138480866257	9.613118386033	9.54473751616615	9.51642486475383	9.38952899821722	9.51642486475383	9.63008324507637	9.613118386033
8.78801710902707	8.84988973042175	8.82281264127584	8.90358395748893	8.84988973042175	8.87868667709754	8.81631895329946	8.77602958442559	8.85237314878742	8.77602958442559	8.78491825839728	8.60985224432156	8.91857862161734	8.75299197042601	8.79363413753807
4.860515168834	5.07989453032951	4.90128706774223	4.61172825424105	4.72306103801697	4.69530781266164	4.64774480839586	4.62648129486228	4.50593147202086	4.60882978590079	4.60328535150912	5.0233234241119	4.8254297822139	4.88403131917296	4.67185757371273
8.69193452178509	8.64654394234514	8.71760795818015	8.68033152521491	8.69646707804427	8.5877273719349	8.52787809217192	8.59671614349907	8.52133182083642	8.42253616293447	8.59671614349907	8.51036948024761	8.59187775056797	8.38382987798764	8.53811063532546
4.48408591645563	4.71486099597216	4.44201626573812	4.80778441622451	4.80863326385191	4.42764755527405	4.77829581673935	4.78087008403512	4.56087556816356	4.49060209088323	4.58834709179824	4.51922675074196	4.7210885672336	4.91109935437338	4.59425781171198
5.23204218766693	5.02068849293531	4.94275059147362	5.0220059585236	4.9615374051707	5.11012028932307	4.98675861975919	4.88067494271973	4.76298276514229	4.81968654087312	5.03458389529814	5.05088478855194	4.7210885672336	4.56804094171676	5.04822658383519
4.59425781171198	4.45410130865027	4.61638045267864	4.79132429645774	4.50095649338629	4.5751582467211	4.37294327972613	4.56804094171676	4.49060209088323	4.43421143512312	4.42863860975809	4.29313312566823	4.59500037572154	4.3370597985491	4.52345241722234
8.81631895329946	8.83846691070062	8.71265768051975	8.78061116467966	8.75438510957776	8.70286798030464	8.59671614349907	8.55337118280696	8.5877273719349	8.5427563774857	8.54524610515436	8.19823032173275	8.55879463653917	8.53223126441613	8.68956733608577
6.82753255816739	6.93763229190769	6.76589051054885	6.83248261111707	6.67057051191827	6.71105439865225	7.07632285268707	6.82258250521772	6.88597279786068	6.85526341677973	6.97354350806144	7.30348549281563	6.77569840332949	7.23008427785437	6.64131271581716
9.42537487155412	9.44777761702757	9.46130455691131	9.51191302786147	9.45181382350165	9.46762739617921	9.44777761702757	9.41105959973395	9.47049966457852	9.51642486475383	9.54087558477235	9.46315265528425	9.56304264003607	9.53702966369196	9.3945378260857
5.06694884629475	5.18194794646551	5.10380714300484	4.93580315336643	5.13698026050925	5.18578650889593	4.93915128887784	5.02845767443863	4.93996988823324	5.11425026297258	4.90951757414717	4.90575958048566	4.96253977213115	4.84336377172577	4.97422115706032
5.27505685594409	5.11753789296958	5.49048499733528	4.93580315336643	5.31115382825284	5.1726588436572	5.03169952212304	4.9615374051707	4.93334427438074	5.16277171535413	5.04351047559608	5.38697812133492	5.03314170871059	5.26827091052194	5.25056950395719
7.2487397337652	7.20399468956324	7.17997490708986	6.95664985275887	7.10650864776606	7.12041187414931	6.72418194621347	6.78544499557879	6.82258250521772	6.53771929902824	6.59314082094479	6.45720864789511	6.4346246882202	6.90636591218417	6.87208314422273
9.25482035761198	9.20655689260486	9.24880246429455	9.16874748407932	9.30175278173902	9.26456808187666	9.23042015212465	9.31183084065364	9.21270605550985	9.20297263356668	9.227786433666	9.34385511142622	9.00190501489563	9.3049277845776	9.27985937549055
5.19550218549115	5.33346802480888	5.2917058839754	5.13698026050925	5.21874965800742	5.13557167680126	4.99264973265914	4.87128155562703	4.82254241598759	4.88067494271973	4.83227023294996	4.94044862868511	4.95219519507512	4.92463625618223	5.03564946213086
7.76184175111739	7.59974741468694	7.69063440864702	7.5745201035669	7.47529403934739	7.44382170588764	7.19233963662134	7.46202237302462	7.17997490708986	7.04191329427502	7.23008427785437	7.11346026095768	7.28376821123045	7.55500897271021	7.33016260238651
4.97628170147569	4.88907251666215	4.98451694070074	4.80778441622451	4.70622504377143	4.6242500682355	4.84140780861335	4.93881142997431	4.80321830379015	4.76925679821278	4.5320544647679	4.3955323409905	4.74727293735895	4.6742395090865	4.63500879386324
4.9597766011826	4.93881142997431	5.24486991529254	4.80778441622451	4.9615374051707	4.88235313094635	4.69530781266164	4.76752037061	4.88768209579676	4.64155335285657	4.78087008403512	4.94044862868511	4.59500037572154	4.56804094171676	4.81659578275158
4.41957286907802	4.3713230960536	4.65894862536964	5.13698026050925	5.07881177461881	5.04674918059481	5.43722851396954	5.22037267604949	5.20183170818654	5.26585451897835	5.36783075922272	5.17663360614627	5.33181803528715	4.58305432029445	4.73456259961089
7.47071044289329	7.37680874141499	7.49290531145198	7.66692391746568	7.80429627983203	7.7859467571936	7.89000428910418	7.97920285078495	7.89000428910418	8.19257236872661	8.09003845219173	8.41865867018366	8.45331093357702	7.37680874141499	7.80429627983203
5.4542271203827	5.19650067068563	5.65498394367906	5.65498394367906	5.61663161099258	5.64742304701288	5.64742304701288	5.73236401243271	5.64742304701288	5.6124878079683	5.63709792435781	5.73236401243271	5.48911561284374	5.75484698279892	5.74357970478302
5.79678710503555	5.794277265492	5.60066168514996	5.25056950395719	5.47553095091665	5.46004137950945	5.17520708019743	5.1726588436572	5.23717528810705	5.285077198304	5.17910072985918	5.42525026166233	5.24089449724317	5.31619301292819	5.08376159869159
4.7210885672336	4.67301311763694	4.81790603093517	4.67301311763694	4.45629356743923	4.75818276003366	4.53405451283252	4.42361021217604	4.36317500138137	4.38764986839973	4.80556574490614	4.61405435345985	4.8752660017934	4.51563422521158	4.29667103133627
4.73974793881662	4.83431293352261	4.45919258949139	4.26217609276493	4.45629356743923	4.40354471522727	4.40097381756948	4.47672987125051	4.34679832333502	4.38764986839973	4.34679832333502	4.51922675074196	4.48483260877917	4.3713230960536	4.24278649242326
8.44312747927764	8.44828557879975	8.38984306236031	8.38382987798764	8.4309450371791	8.4386372416843	8.49359276111574	8.40026083822718	8.4386372416843	8.44828557879975	8.40026083822718	8.60376172687498	8.654531872333	8.5427563774857	8.55988288158477
7.86005235269005	7.94543491640333	7.95249923311427	7.91356801722172	7.8522119722874	7.86005235269005	7.75131132636137	7.80429627983203	7.77043727272094	7.64477401638382	7.61297579801364	7.70932989927715	7.84412580966069	7.8742278974497	7.75131132636137
8.46891845510728	8.51557639724301	8.47890180308802	8.64863512666239	8.56489863831186	8.57980529052903	8.55879463653917	8.54000016006132	8.56097112663038	8.68033152521491	8.67007358156206	8.73108557760982	8.84413386849019	8.66484371169642	8.60038784229075
9.00723580246041	9.05117347599591	9.11082876572229	9.05002124488672	8.99889442219497	9.03511129140672	8.95755392286335	8.94846177414328	9.01205783361797	8.93694076091968	9.05002124488672	9.09323933920874	9.29574226611182	9.07194061194628	8.95755392286335
5.4542271203827	5.36783075922272	5.25149392239584	5.54401156453656	5.42174326515228	5.32139651255572	5.68436298086363	5.79176742594846	5.75683978492391	5.83140201873829	5.65498394367906	5.75484698279892	6.02624370006058	5.88915415455459	5.79964106771813
4.92463625618223	5.07989453032951	4.96738601709057	5.0809772860402	4.95219519507512	4.85521064821232	5.03169952212304	5.04674918059481	5.05140049847058	4.91771592264772	4.94742409606067	4.97787679981989	4.84140780861335	5.06372638029391	4.75242756377344
9.38354822964163	9.41674159777012	9.30175278173902	9.3608981556487	9.36357231024686	9.32619430453433	9.24234575617862	9.36501049401742	9.28246719356102	9.11521505034325	9.17356479506693	9.20147612734196	8.86512815402354	9.32279857610456	9.18450848575216
4.97628170147569	4.91109935437338	4.5320544647679	4.98065930341589	4.9032616947159	4.93915128887784	4.56523483324885	4.8254297822139	4.77048132445657	4.86503217962902	4.46657037598031	4.87128155562703	4.44984468007632	4.91109935437338	4.8759086372099
4.32327054157109	4.43879320600413	4.16537368571286	4.72503350880035	4.36954176636531	4.48616310971312	4.88403131917296	4.59369939073767	4.77958295038724	4.62201884160872	4.61091420034307	4.3955323409905	4.59500037572154	4.8752660017934	4.45410130865027
8.09003845219173	8.03811321260564	8.03574177235209	8.00812393252113	7.91356801722172	7.99770021045636	7.8742278974497	7.97232187640061	7.91356801722172	7.75131132636137	7.70932989927715	7.58363585616806	7.45332583885839	7.95249923311427	7.74274351762016
8.24371467934382	8.18454479668911	8.20990731886335	8.12452684828891	8.23639613244325	8.16333549717848	7.97028468629931	8.00812393252113	8.08694148830643	7.79573501968753	7.8522119722874	7.49290531145198	7.70932989927715	7.97920285078495	7.97232187640061
4.51563422521158	4.56230737851648	4.64155335285657	4.38764986839973	4.42962966424212	4.37294327972613	4.26217609276493	4.47672987125051	4.56935140580521	4.45410130865027	4.46657037598031	4.56673047762831	4.60882978590079	4.55458216100457	4.52345241722234
4.44523932547212	5.18194794646551	4.64774480839586	4.76752037061	4.64879526758996	4.71986923471804	4.65569827970019	4.68658179838757	4.71006438543439	4.75818276003366	4.75644658766744	4.56673047762831	4.65569827970019	4.59425781171198	4.76803227196899
6.38905419520569	6.40992135932374	6.4346246882202	6.18320944074503	6.4346246882202	6.14530267013044	6.23535230338289	6.04938701879875	6.14530267013044	6.0792330284589	6.16240255989728	6.09851117067976	6.0792330284589	6.06900482293627	6.12497356026741
4.63500879386324	4.8254297822139	4.94275059147362	4.82146705081108	4.82724178326369	4.88235313094635	4.76803227196899	4.97628170147569	4.97683480245362	4.76925679821278	4.64518844057358	4.87128155562703	4.64774480839586	5.03671502896359	5.01161813283396
8.64142418873608	8.5830051620985	8.68448622670049	8.79828660827459	8.74326342488683	8.71049195801539	8.7458222090557	8.75299197042601	8.75876136368158	8.76964339027109	8.80852079422399	8.80852079422399	8.92546562523457	8.59187775056797	8.85653821461646
4.63500879386324	4.48408591645563	4.87655127262639	4.84902906824091	4.84221377312418	4.6742395090865	4.46657037598031	4.44778031029133	4.76298276514229	4.65569827970019	4.46657037598031	4.42361021217604	4.69530781266164	4.77654311170348	4.67185757371273
4.53605456089714	4.64518844057358	4.71864990220247	4.68722233424188	4.33010486829799	4.69530781266164	4.53405451283252	4.34679832333502	4.50593147202086	4.597849322089	4.29313312566823	4.51922675074196	4.61638045267864	4.42863860975809	4.45410130865027
5.05140049847058	4.91109935437338	5.40057135788343	4.9032616947159	5.09424655646959	5.14990732030744	4.95732957179621	4.8254297822139	5.01431129632314	4.75818276003366	4.96053503821025	4.84060184410251	4.6242500682355	4.84336377172577	5.04822658383519
5.40824974269381	5.37366793615065	5.41232147410177	5.53355607756537	5.35621788606236	5.59393649965954	5.22037267604949	5.40824974269381	5.32733704830304	5.20183170818654	5.32139651255572	5.4971203634938	5.35621788606236	5.33842291607201	5.38224038209063
9.26200149585839	9.28246719356102	9.20297263356668	9.28564874895521	9.19046432261691	9.19046432261691	9.15785588311065	9.14632547289684	9.21617682607589	9.02911380696646	9.09323933920874	9.08607014301743	8.89187067096313	9.26200149585839	9.07546915877669
3.64492277960622	3.90774344895922	4.20554167068884	4.35496727823198	4.0821827222724	3.76514479344294	3.92469376590489	3.64492277960622	3.76514479344294	3.92469376590489	3.76514479344294	4.36776043667702	3.83340104571923	4.21379648885786	3.92469376590489
8.89556406437521	8.83229194177751	8.84013784731678	8.89050843618704	8.90741399020751	8.90992638063681	8.85653821461646	8.84749414352651	8.89050843618704	8.7659424306885	8.77602958442559	8.56293488247112	8.56880278158891	8.90175237722921	8.78186810084684
8.14501535231244	8.13549210166153	8.11671008737282	8.15550354402572	8.15550354402572	8.249370760149	8.10140710552101	8.01820191249467	8.12061846783087	8.249370760149	8.12452684828891	8.02482857322482	8.05870009888142	8.2173253405472	8.18454479668911
4.64774480839586	4.67301311763694	4.56935140580521	4.95099541646718	4.64879526758996	4.86816790858978	5.08654591134298	5.06897966423794	4.93334427438074	5.07442230099921	4.96738601709057	4.99632154669275	4.92194766006045	5.0809772860402	4.93996988823324
8.05033062742451	8.14501535231244	8.11153456694148	8.08384452442114	8.11671008737282	8.00812393252113	7.91356801722172	7.8742278974497	7.95249923311427	7.88092823354397	7.99770021045636	7.74702742199076	8.50388981642842	7.68141349867402	7.7859467571936
5.25056950395719	5.18194794646551	5.12386368122026	4.9615374051707	5.03671502896359	5.20349208315508	4.8501975964467	4.9118786521312	4.97271371362288	4.67546590053605	4.55293725283897	4.51922675074196	4.66511154066366	4.50593147202086	4.5751582467211
5.23204218766693	5.33346802480888	5.26585451897835	5.2823263479625	5.73809992968159	5.59393649965954	5.37121357460646	5.28964146350822	5.48355412484162	5.52978997987326	5.51627305294122	5.33346802480888	5.75883258704891	5.03007859828084	5.42174326515228
4.77479040666761	4.68068843740427	4.79027657641093	4.45919258949139	4.64879526758996	4.75818276003366	4.55293725283897	4.56230737851648	4.64879526758996	4.52840341562018	4.68450692252451	4.84060184410251	4.56935140580521	4.54527706442848	4.61172825424105
