k4_temp10_1	k4_temp10_2	k4_temp10_3	k4_temp14_1	k4_temp14_2	k4_temp14_3	k4_temp20_1	k4_temp20_2	k4_temp20_3	k4_temp26_1	k4_temp26_2	k4_temp26_3
5.18174080629974	4.61584572590498	5.03972846380711	4.83591309429518	4.9190040167725	4.74123782726237	4.75615576499897	4.30474226964017	4.55956325030795	4.56176905314918	4.61339689491045	4.6901645308223
4.86256332242841	4.61584572590498	4.78099419540695	4.94780597436608	4.87009441629155	5.05243951555667	4.79943986272777	4.77624672057804	4.89240712267449	4.55423538046377	4.73306712557306	4.46584723256136
9.29106308151382	9.25215510662635	9.21859766650048	9.0899511422481	8.89857211686768	8.90148277404955	8.72469099545763	8.70569344075274	8.75313539560789	8.95337067584335	8.48022469586099	8.67930353819053
9.01482401698849	9.1063042401629	8.74677848006903	8.96586079452345	8.75778774516611	8.70830393790028	8.67906837833183	8.58485018883291	8.7028657283405	8.2441784836933	8.66979295072235	8.32243274632181
9.80608284002765	9.83543516396046	9.64783154149503	9.61854148300717	9.48277229522453	9.48220535198607	9.30965349617878	9.31756630999776	9.3305929632913	9.53379151002249	9.22220613758597	9.15483279782574
5.01868252434569	5.06956369334788	5.12338639285402	5.0212681363071	4.97789770582607	5.15627532654121	4.75615576499897	4.67671104702713	4.840745002852	4.61343117297167	4.93376447581019	4.43862576382633
5.13700249153445	4.96264848943137	4.76805513969945	4.56821731109152	4.94285075872687	4.81924033926364	4.46502082365721	4.52886557905574	4.67363501701674	4.42801766426035	4.69672527850934	4.67857655654709
10.2227938054968	10.2394886947902	10.033321720597	10.0981595230688	9.89399212876442	9.86133167275267	9.63743280216925	9.64743325450488	9.62973515750104	9.68459704795685	9.4796900673424	9.43776676109724
4.07905514232517	4.17974661109831	4.63185075610114	4.40527873996532	4.55127223227201	4.58626316728602	3.77796013531731	4.19128421985689	4.19829700747008	3.85944960178987	3.60557739045115	3.6551175837231
9.31886884007899	9.43046301974808	9.19522639461415	9.2804604758465	9.07415955888447	9.07712437973965	8.90394178917203	8.84663604846944	8.91354753739621	9.05428990928753	8.69257893831918	8.66762764206177
4.9427336711124	5.14756620534915	5.15354836336428	4.72720683485268	4.87009441629155	4.83184037604327	4.51780823801665	4.49738734758257	4.42570750357316	4.72499940201748	4.92750548533851	4.70166016966013
9.20088585556644	9.23375232524105	9.07823802691371	9.07277599843996	8.91674804283213	8.80892115604907	8.64684440834609	8.66672289241162	8.63027864782236	8.65804496420583	8.34411027976431	8.43346405871056
4.59126130061102	4.77878429703118	4.60299589342895	4.88171678390831	4.9190040167725	4.55620593342985	4.6654854060589	4.67671104702713	4.49418724145592	4.60616317250764	4.96465848375598	4.64324348343481
5.33814236364231	5.09228376984797	5.18309263897829	5.09117014953725	5.08892901821481	5.20551884556106	4.86202440010579	4.76747651095031	4.69872599797957	4.60616317250764	4.62117424550217	5.0819322507783
4.9427336711124	4.73613995962269	4.96232396012151	4.67613265025841	5.04553642270143	4.89324092070741	4.29397528232098	4.45431862569068	4.49418724145592	4.15671564244296	4.31083412489002	4.45230070072341
4.68747661587032	4.55171538848526	4.81912932429372	4.87040147068047	4.6559696109387	4.7142707796621	4.2530450182661	4.45431862569068	4.41565383890923	4.48460119262672	4.32994294783772	4.56987029710459
9.34737662841531	9.41477530744543	9.07167135630987	9.16190757612521	8.98652801096951	8.91708766266178	8.6958692091703	8.65071583849419	8.68099840543023	8.61207120896754	8.51820642987555	8.57300318658955
6.74823064694942	6.93148755794491	6.72518333243844	6.96120156773512	6.57816745933507	6.64456180785069	7.20422489001941	6.98735333436797	7.11841985968963	6.86554980132629	7.24440676315104	6.71306493293238
9.98515716451101	10.0584286831936	9.88203189412309	9.90304381653268	9.70080084438652	9.71299424658289	9.52642136832135	9.48172202861643	9.52549362327363	9.77345459384187	9.37979149728828	9.26159864669881
4.90320530692576	5.05806805451005	4.85628232271119	4.91513978544576	5.01211342116398	5.03074444445735	4.59353556417989	4.40992450633223	4.72338805221384	4.35184598377495	4.59771527267818	4.6551175837231
5.18174080629974	5.23183512224676	5.31348927623397	5.0212681363071	5.26950126385663	5.27175254396114	4.81358404504804	4.92562434461627	4.85569534431797	4.85944960178987	4.90219439680932	5.03726320144457
5.35777117039124	5.17974661109831	5.58834911746455	5.0212681363071	5.42150435730168	5.26247473037313	4.89565517798707	4.86113561816456	4.84823953939893	4.95980012712234	5.31083412489002	5.27896909783785
7.35533212493982	7.40062279998738	7.20486045406053	7.07647363833056	7.10487056208383	7.14369726046174	6.89565517798707	6.92956075917544	7.00061633963039	6.5692635896961	6.90697417492266	6.86648730346276
4.87623825932549	5.15837296030574	5.20245796384522	4.88171678390831	5.05650754052243	5.13609744460358	4.55195646042849	4.68604891160647	4.840745002852	4.50036850848504	4.57386853072381	4.71306493293238
9.79757398227961	9.80824576010311	9.63095772293063	9.5747680793053	9.56861947583591	9.50106437923739	9.34507962326899	9.39149178823524	9.31004764175661	9.17923651844338	9.21804528377969	9.17198010444016
5.29806492426697	5.35907031054287	5.4574550506136	5.20364487879567	5.33404151605134	5.22475506442398	4.86881356576843	4.7586526605633	4.74763559846052	4.84717127201143	4.97683319770208	5.07310840039129
8.13842176861979	8.07099422895432	7.93798014114176	7.88453179951536	7.75189403093724	7.66583042460435	7.5466737923478	7.6825542913086	7.53771252908629	7.53235432407509	7.73216964806923	7.53334442107947
5.01868252434569	5.10351102527122	5.29556736823671	4.8005800211829	5.16186054066866	4.84433132022647	4.82759090304191	4.72280746161659	4.76357714232954	4.95408647592794	4.95238015397754	4.60702329552205
5.07905514232517	4.96264848943137	5.22156678679293	4.88171678390831	4.85760347210835	4.76771003862356	4.72656098281067	4.83618926103433	4.73151593309724	4.62785824360695	4.73306712557306	4.66689475149946
5.06718104203689	5.01114700712256	5.40826750098607	4.88171678390831	5.08892901821481	5.03074444445735	4.58531505737492	4.65785201977581	4.79494131323887	4.48460119262672	4.62117424550217	4.86393159855901
