T10ºC_1	T10ºC_2	T10ºC_3	T14ºC_1	T14ºC_2	T14ºC_3	T20ºC_1	T20ºC_2	T20ºC_3	T26ºC_1	T26ºC_2	T26ºC_3
5.28382981106882	5.14513145846991	5.10788489203362	5.34741555836401	5.20057050609078	5.26935755580367	4.99105143920302	4.86359853267478	4.81989756388664	5.39642138529472	5.40520375325537	5.37651844015086
4.55683021110859	4.40776512513478	4.32649339772852	4.42131577730575	4.27250589906928	4.12507420753837	4.56226051667565	4.28065706697037	4.1273143827136	4.70174663241819	4.80155153143874	4.71347097233833
3.80952540774859	3.8791180263141	3.76255864600984	3.58832718045104	3.1627492475372	3.26535970158009	2.87316583750377	2.87237022248127	2.82430445707801	3.13890732876684	3.30889507808852	3.07730131901201
6.66887529381603	6.66294524234107	6.61184865503211	6.3928984589068	6.31984433581795	6.34770852158572	6.3850057722778	6.59241142899363	6.56054367932761	6.34958054561984	6.33759022722589	6.22781761224116
4.72098627450439	4.77331747134651	4.853316197777	4.85970263995304	4.77262894123151	4.84468114909622	5.0743836073861	5.30675146235446	5.06063134732678	4.78888770357117	4.69830028098077	4.76861464608064
7.90229420814236	7.76076876995159	7.67325107682321	7.41914537720188	7.44309188379327	7.56323355675383	7.29298881995762	7.24322868043414	7.41929858047536	7.46628573754211	7.42010138679264	7.42784979948831
5.89426547859615	6.09353170493663	5.85118729769675	6.28797102869979	6.39703025157737	6.31874979773461	6.47130493317152	6.60234622143017	6.63399089314925	6.05450969995064	6.07334030014136	6.21972695214575
3.9841714414586	4.36958477053294	4.59074937375703	4.4838241616389	4.68432085896723	4.49343861620593	5.01763843206332	4.93885126357328	4.77216170163354	4.92439337739814	4.90730018952731	4.31201497574172
8.04525741550067	8.0494974896933	7.90808668150925	7.77712764076063	7.45758681721852	7.54243755026632	7.29054479207384	6.86036905247527	6.84869877226159	8.10802122151132	8.13959245984696	7.81492836890166
5.01919378073648	4.79581566449689	4.75718444449234	5.17149418550797	4.9691233118571	4.9858488132104	4.88749112789718	4.77185980325462	4.56754321559092	4.77377086523773	4.74292880190922	4.69866826573203
3.72916292936786	3.59926606274	3.86383136587678	3.75974190352139	3.95812242808591	3.7442429642438	4.8805393691799	4.45348379597155	4.21483491712417	4.34020644273	4.45789536354382	4.12411363226338
5.59247690359671	5.49054360466368	5.57765815648219	5.69794496953399	5.68021361474095	5.59267135507182	5.31313134201662	4.90218863387334	4.70566707770853	5.19063347425702	5.0987927845603	5.35364173182023
4.96913928135281	5.08058000726472	5.18000499881848	5.48966905125651	5.58113881923096	5.51703887276284	5.95856590214432	5.75428590493351	5.53528499472335	5.55151788372221	5.57470560432031	5.51051949472066
5.89744691748171	6.06422482491857	6.12620583029772	7.60094369775823	7.55034089556263	7.52631964827592	6.81428556067249	6.22647772838974	6.03178944218759	6.32805198967767	6.28826722352583	6.36598016256499
4.18960787854526	4.4621597950313	4.00817797160918	3.57472179160172	3.73371802522284	3.78714435096487	4.74915600050774	5.08823862420923	4.84319151952128	5.10679802819445	5.07524197786494	5.03043538609684
5.20136810201193	5.0779719349478	5.13593367408865	5.04525524282913	5.10138792067171	5.15213394389655	5.34883600394972	4.97126494922088	5.28819166310148	4.92590957089167	4.95932747321936	4.89824665873839
4.83280059062702	5.10597938846954	5.12094306195519	5.13129467074342	5.30844249533562	5.19255212978388	5.42389316474687	4.99178121000085	5.17831591842533	5.32096580805712	5.26758302911856	5.35539309476155
6.56483975911994	6.76441231786656	6.80386134308342	6.98958919203175	6.81808065079747	7.01529048720485	6.84183864974777	6.87927553965286	7.01523983345464	7.80516891943976	7.62293084545376	7.73492016466483
6.3826099760576	6.31130070174725	6.23996036963396	5.60608389118773	5.43876341479837	5.31239329283952	6.55847378831184	7.19565956193654	7.23403233661948	7.10334504958593	7.18739083077378	7.18972954552477
4.74659804941351	5.23394864368047	5.35941512400437	5.28973322084303	5.41789838611716	5.51094904299317	5.95131583236866	6.02128838275584	5.86634888770853	5.69175478945983	5.72057224371348	5.81419385644935
6.25558324101217	6.46557026368465	6.66477693968706	7.13562493915151	7.19818996068904	7.30973924372415	7.05411071030298	7.14970813961796	7.50126907607579	7.55177994751901	7.33052931698844	7.51049615718954
6.54731671757474	6.56942001030619	6.5171724874952	6.34084360951127	6.42862434959804	6.52587541935396	6.5200014652504	6.78385681024679	6.70262792700994	6.69051446645652	6.63822906015968	6.59467163977969
5.08164224115982	5.1326324628584	5.1571636225374	4.95538433905805	5.00135172446156	5.04233487791247	5.06347768588831	4.79354897521896	5.02244373729312	5.39865791687873	5.37481952296894	5.30124849419398
4.45155977551426	4.38955521245232	4.04056998706627	4.2335740657022	4.35137898557337	3.91835997361776	4.12527676983327	4.2621680794373	4.03414456779389	4.34385615926677	4.44161747854328	4.37679836573889
3.84660540614912	4.2651809539027	4.55436537188685	4.40125474363606	4.43847779316968	4.41040096957445	4.61158147140414	4.51112377955685	4.3092630862584	4.61925688883542	4.65667573116801	4.6817607939513
0.842141606842398	0.602733980739168	0.715072729312396	0.508063022013053	0.614127856180436	0.630939021419524	0.701974909245464	0.92673071308933	1.07485307990335	0.490369544230156	1.08635278352243	0.740688735490916
7.4928614239099	7.6122920914846	7.53838806902725	7.96661893208687	7.87370231623578	7.92681381833009	8.41005777668541	8.03073015001336	7.93381036110324	7.85096765802357	7.77899802968181	7.75741811397631
6.11918049848759	6.04650709165034	6.11969894437679	5.72442485171897	5.7057462800898	5.51876134168827	5.75374672095306	5.98731663632003	5.92555099469107	5.93616502241263	5.94772416045643	5.98097326727817
