x
ostta15g01720
ostta16g02160
ostta02g00900
ostta02g00460
ostta16g02180
ostta10g02790
ostta17g00300
ostta15g02207
ostta02g05090
ostta02g00050
ostta06g04260
ostta07g04340
ostta02g05540
ostta09g01615
ostta07g01920
ostta02g05420
ostta07g03790
ostta18g00870
ostta07g03560
ostta14g02910
ostta15g01730
ostta07g04030
ostta08g00090
ostta08g02180
ostta07g00900
ostta02g00710
ostta02g00720
ostta20g00500
ostta14g00300
ostta05g04970
ostta01g02810
ostta08g04190
ostta10g00010
ostta02g03630
ostta01g05160
ostta10g03280
ostta02g00050
ostta04g00690
ostta02g03370
ostta17g00460
ostta02g04110
ostta07g04430
ostta08g01880
ostta01g06360
ostta02g04410
ostta02g04420
ostta04g04250
ostta10g01040
ostta17g01910
ostta05g04080
ostta16g01360
ostta12g03010
ostta11g00160
ostta06g01110
ostta03g02750
ostta13g00710
ostta02g02970
ostta02g03910
ostta16g00460
ostta01g03980
ostta04g01770
ostta13g01240
ostta09g04510
ostta06g03890
ostta10g00080
ostta04g03490
ostta01g04080
ostta02g00710
ostta02g00720
ostta20g00020
ostta15g02720
ostta02g05100
ostta18g01200
ostta09g01060
ostta15g01070
ostta01g04120
ostta16g01050
ostta09g01830
ostta18g01070
ostta02g04090
ostta11g02575
ostta16g01635
ostta02g03610
ostta02g05490
ostta06g02800
ostta16g01410
ostta02g00700
ostta08g01520
ostta16g00510
ostta18g00970
ostta17g00370
ostta14g00770
ostta17g01910
ostta16g01680
ostta14g01910
ostta02g00800
ostta02g05030
ostta18g01040
ostta02g01020
ostta14g02110
ostta09g00010
ostta09g03600
ostta17g02090
ostta10g00170
ostta10g01450
ostta18g01980
ostta09g03390
ostta09g03400
ostta01g02010
ostta03g02220
ostta04g05370
ostta03g01910
ostta02g01247
ostta06g01270
ostta01g02760
ostta07g01770
ostta03g02430
ostta03g02440
ostta10g01540
ostta12g00010
ostta02g01880
ostta07g03220
ostta14g01810
ostta09g03290
ostta05g02060
ostta16g02190
ostta14g03020
ostta17g00800
ostta02g05530
ostta15g01710
ostta11g00890
ostta03g05330
ostta07g04600
ostta02g03250
ostta10g02060
ostta04g01990
ostta08g00010
ostta02g03030
ostta02g03040
ostta06g00330
ostta07g00810
ostta15g02570
ostta15g02580
ostta06g02500
ostta16g00140
ostta18g00180
ostta11g01840
ostta07g03240
ostta07g03250
ostta01g01610
ostta16g01140
ostta06g00760
ostta06g03030
ostta04g04580
ostta08g03810
ostta02g03910
ostta05g04365
ostta13g00120
ostta11g02420
ostta06g04570
