x
ostta09g01010
ostta09g00380
ostta09g00950
ostta12g01930
ostta03g02370
ostta02g02710
ostta12g01910
ostta10g00190
ostta02g00430
ostta02g00790
ostta04g00130
ostta06g02290
ostta14g01070
ostta13g00120
ostta02g00800
ostta02g02200
ostta09g03280
ostta02g02530
ostta02g02540
ostta12g03150
ostta02g00380
ostta12g01860
ostta09g01040
ostta13g00885
ostta18g01080
ostta02g00770
ostta03g03250
ostta04g03510
ostta07g03850
ostta07g00470
ostta05g04530
ostta06g04310
ostta02g00700
ostta17g02220
ostta03g01910
ostta17g00570
ostta03g03160
ostta06g03620
ostta01g03420
ostta16g00410
ostta07g01540
ostta02g00220
ostta08g02280
ostta03g00250
ostta15g02680
ostta08g01330
ostta17g01620
ostta12g02180
ostta07g00780
ostta10g00940
ostta02g01790
ostta02g00190
ostta09g00050
ostta17g00880
ostta09g03420
ostta02g00290
ostta08g01430
ostta11g03180
ostta02g02715
ostta08g03190
ostta08g01910
ostta16g01060
