T10_1	T10_2	T10_3	T14_1	T14_2	T14_3	T20_1	T20_2	T20_3	T26_1	T26_2	T26_3
5.40566347657572	5.25013097619836	5.21981691544546	5.21572199283199	5.10797631235354	5.19718803973372	5.06408387093862	4.86860323724255	4.80507730489942	5.43561479106941	5.45797455749943	5.40566741104981
4.67866387661548	4.51276464286322	4.43842542114037	4.28962221177373	4.17991170533204	4.05290469146842	4.63529294841125	4.28566177153814	4.11249412372638	4.74094003819288	4.8543223356828	4.74261994323728
3.93135907325548	3.98411754404254	3.87449066942169	3.45663361491901	3.07015505379997	3.19319018551014	2.94619826923936	2.87737492704904	2.80948419809079	3.17810073454153	3.36166588233259	3.10645028991096
6.79070895932292	6.76794476006951	6.72378067844395	6.26120489337478	6.22725014208071	6.27553900551577	6.45803820401339	6.59741613356141	6.54572342034039	6.38877395139453	6.39036103146995	6.25696658314011
4.84281994001129	4.87831698907496	4.96524822118884	4.72800907442102	4.68003474749427	4.77251163302626	5.1474160391217	5.31175616692224	5.04581108833956	4.82808110934586	4.75107108522483	4.79776361697959
8.02412787364926	7.86576828768003	7.78518310023505	7.28745181166986	7.35049769005603	7.49106404068388	7.36602125169322	7.24823338500192	7.40447832148814	7.5054791433168	7.4728721910367	7.45699877038726
6.01609914410305	6.19853122266508	5.96311932110859	6.15627746316776	6.30443605784013	6.24658028166466	6.54433736490711	6.60735092599795	6.61917063416203	6.09370310572533	6.12611110438542	6.2488759230447
4.1060051069655	4.47458428826138	4.70268139716888	4.35213059610688	4.59172666522999	4.42126910013597	5.09067086379891	4.94385596814106	4.75734144264632	4.96358678317283	4.96007099377137	4.34116394664067
8.16709108100756	8.15449700742174	8.02001870492109	7.64543407522861	7.36499262348128	7.47026803419637	7.36357722380943	6.86537375704304	6.83387851327437	8.14721462728601	8.19236326409102	7.84407733980061
5.14102744624337	4.90081518222533	4.86911646790418	5.03980061997595	4.87652911811986	4.91367929714045	4.96052355963278	4.7768645078224	4.5527229566037	4.81296427101242	4.79569960615328	4.72781723663098
3.85099659487476	3.70426558046844	3.97576338928863	3.62804833798936	3.86552823434867	3.67207344817385	4.95357180091549	4.45848850053932	4.20001465813695	4.3793998485047	4.51066616778788	4.15326260316233
5.71431056910361	5.59554312239212	5.68959017989404	5.56625140400197	5.58761942100371	5.52050183900187	5.38616377375222	4.90719333844112	4.69084681872131	5.22982688003171	5.15156358880436	5.38279070271918
5.09097294685971	5.18557952499316	5.29193702223033	5.35797548572449	5.48854462549372	5.44486935669289	6.03159833387992	5.75929060950128	5.52046473573613	5.5907112894969	5.62747640856437	5.53966846561961
6.0192805829886	6.16922434264702	6.23813785370956	7.46925013222621	7.45774670182539	7.45415013220597	6.88731799240809	6.23148243295751	6.01696918320037	6.36724539545236	6.34103802776989	6.39512913346394
4.31144154405216	4.56715931275974	4.12010999502102	3.44302822606969	3.6411238314856	3.71497483489492	4.82218843224334	5.093243328777	4.82837126053406	5.14599143396914	5.128012782109	5.05958435699579
5.32320176751883	5.18297145267625	5.24786569750049	4.91356167729711	5.00879372693447	5.0799644278266	5.42186843568532	4.97626965378865	5.27337140411426	4.96510297666636	5.01209827746342	4.92739562963734
4.95463425613391	5.21097890619798	5.23287508536704	4.99960110521139	5.21584830159838	5.12038261371393	5.49692559648246	4.99678591456862	5.16349565943811	5.36015921383181	5.32035383336262	5.3845420656605
