LL20_1	LL20_2	LL20_3	LDZT8_1	LDZT8_2	LDZT16_1	LDZT16_2
9.40687371241328	10.0128931411574	10.0039757778848	8.9625305619366	8.82388688061721	8.99163025947243	8.82092013829143
6.53600233960575	6.60525908980056	7.22486617405605	5.82717870904172	5.51915952648345	5.6551293634978	5.61184538309396
6.24099554403367	6.96644661513515	7.08426784388325	7.08131671438711	6.88528742528135	6.68053597049634	6.98604078759829
11.915558740248	11.6883257010136	11.6352266633491	11.7918273113773	11.7215191989281	11.8267824479859	11.7786544113144
11.0625685702234	11.3099975217223	11.2909553645138	10.311126607286	10.205556296247	10.4948127656463	10.3628368660361
8.64538579911301	9.00466593736564	8.88348571650251	6.86222565614092	6.90994947951562	7.12583468496127	6.88244689747303
10.3112405374704	10.5146349487987	10.3924993639904	10.1690711564552	10.1103424651051	10.12979269853	10.0223893552337
9.11601562435517	9.70438013623527	9.6748990946911	8.01797488881886	7.76201605037962	8.04988583172797	7.888240861248
10.9507310098048	10.9451090926852	11.0159360125262	10.5175774847535	10.4214118009131	10.6438717130946	10.5382133532018
9.85891824352923	10.1342183399973	10.2927998502211	9.10954559112074	9.08980235588754	9.20362857935812	9.14753599436707
11.4024767952761	11.3018669463506	11.30503652274	11.0186222727386	11.0403964295942	11.2663976267722	11.1594138070938
9.25306837633425	9.50049484385195	9.63085853373189	9.22623770969953	9.19639629696155	9.22660290454263	9.10773920931527
6.51610278216804	7.92718718468792	7.95976930176536	6.10589473710778	6.0348009667007	5.97559204938066	5.87371208749542
10.0706916338457	10.2747551007334	10.3600257573377	9.89150183851155	10.0744303422678	10.2681942584377	10.2205398117914
4.3003740911126	5.67801543223588	5.68054565783224	4.72933138564357	4.70913047012753	4.91572059340326	4.5103073566319
8.55563114635468	9.38027329181594	9.45752693084632	7.10589473710778	6.91401914382467	7.54877738232546	7.28289686052882
7.14707768064603	7.8662191673965	8.02039566071686	5.7419314224232	5.54037601239315	5.77454453044257	5.66005447613658
7.53600233960575	8.40905619244498	8.66163719528218	5.98390421272917	5.78219393231725	6.24739666484218	5.98062729141193
8.65906073601009	9.23310740337489	9.37867151013509	7.12044304567693	6.81738336077955	7.04709801435636	6.88534678797882
6.22882083008757	5.70147440505987	5.58743625344076	6.48889840874691	6.53510107035247	6.75075396710782	6.88244689747303
3.25306837633425	5.17354284937509	4.90293807916869	3.28875879425759	2.96590588548964	2.73351726218251	2.2472729507981
8.56292363892104	8.86102026072218	8.84041699461063	8.41804181120256	8.34773093445076	8.39611717429793	8.28289686052882
