T10_1	T10_2	T10_3	T14_1	T14_2	T14_3	T20_1	T20_2	T20_3	T26_1	T26_2	T26_3	T24_1	T24_2	T24_3
5.22802090556493	5.10496339021426	5.06811489235773	5.26463174192274	5.12688870494099	5.19956862520008	4.94662545867943	4.82280279752146	4.80286228969618	5.36271840461071	5.36998786149437	5.3445007191999	4.63603250346587	4.39872717163932	4.39275567080998
4.46762155950278	4.35065561897177	4.26397149392448	4.33778912688414	4.20270694860234	4.05585922871272	4.50669434766406	4.23888523538168	4.12220346434767	4.64848118080729	4.74738179016919	4.66634964831556	3.53510321781025	3.99881494836879	3.71067600853458
3.68598415032796	3.8098625330146	3.68361656166999	3.50413238146959	3.09759331366587	3.19657593996122	2.77371619962315	2.82824030890706	2.84162774505516	3.04163135523254	3.20785797716672	2.99290957589921	3.16806970138908	3.43160012247926	3.3397535022618
6.6766980154353	6.65764986464897	6.61586981458606	6.31095323485079	6.24147969995906	6.27737870969167	6.3767953765492	6.55451047522884	6.51353932097608	6.34271911673451	6.33164998835367	6.21519169265401	6.94887704126869	7.42671575408327	7.31241445560503
4.63931926506567	4.72460675164182	4.80613387973321	4.77652762405805	4.70073756844712	4.77510522847747	5.03212263552268	5.26669775709682	5.03945130703347	4.73807619844948	4.64088859245745	4.72274944352814	5.55032895962128	5.63558307502697	5.35782636549768
7.96678254357773	7.78069655242484	7.70817726454547	7.33802331615564	7.36002778792302	7.49229405954354	7.30836824799545	7.2064174765612	7.35750885152039	7.4908714179125	7.44815050945711	7.44255949418133	6.67131802476323	6.7440492099354	6.96024783982445
5.86650115015679	6.07515370650172	5.8330601559162	6.20594164129311	6.31834268412143	6.24843451101133	6.46533662995982	6.56446190280982	6.58572197808347	6.03933889345243	6.05910297700507	6.2069167348656	6.21839572670433	6.08511055136481	6.07368890040397
3.86865375541812	4.3115980476087	4.53592185449097	4.40034764982319	4.61279895086766	4.42403887247252	4.97390319403504	4.89818153407697	4.75594830620446	4.87739779590645	4.85645081067622	4.25574885844587	3.90420068591732	3.69448327820737	3.82190554337138
8.11631375293761	8.07605898929796	7.94985061599819	7.69629272090066	7.37446207722745	7.47150848395579	7.30586072312545	6.82291677580157	6.79673318476936	8.15067857023574	8.19023261262539	7.83845535248246	5.57413059435337	5.63827895684759	5.37181827715157
4.95122699203292	4.74762185440016	4.70720304244221	5.08856926075818	4.89640984296498	4.91620208545117	4.84037460210499	4.7309104577441	4.55485278130524	4.72253366059381	4.68691838756149	4.65120974985526	5.06561167345378	5.38499838367881	4.75327587191678
