temp10_1	temp10_2	temp10_3	temp14_1	temp14_2	temp14_3	temp20_1	temp20_2	temp20_3	temp26_1	temp26_2	temp26_3
5.25204497698324	5.15125581926412	5.12413001871859	5.33134058775215	5.17387185424397	5.24751416556845	4.93853578726809	4.79412587665264	4.78818438786489	5.32146721685498	5.32630916329443	5.30041948458755
4.55406458957099	4.46121554120356	4.36941792740456	4.43179885092933	4.28764167427175	4.1334309904206	4.47911119279131	4.20162518531232	4.14710508348569	4.52935905201022	4.63084351141887	4.55814316696179
3.73591302941683	3.87268502503551	3.71239305570552	3.55922279339889	3.19304051472926	3.26385399999314	2.81221187427043	2.85260326248993	2.90923684996073	3.00799752059664	3.19168290951222	2.99975015452744
6.57812832203451	6.57324769843008	6.54511781893366	6.30870682119431	6.23387698959352	6.26996896825288	6.38952845403272	6.56510265105613	6.5001078441644	6.41133123787973	6.39717156117305	6.28374470658864
4.7078629423623	4.80516240769001	4.88874577309048	4.8595859747324	4.76443838943534	4.83859382928524	5.00708394000542	5.22833450900458	5.04568513870858	4.67030331687778	4.57730037572762	4.6541610945988
7.88112126233459	7.69965062454521	7.64178293861154	7.30645068205116	7.34078937238849	7.4671374140693	7.33708273996189	7.21596413545251	7.32600557535555	7.58445379655504	7.53867571050102	7.53652082280159
5.80858739368658	6.0145702353568	5.79197524643803	6.2154778694362	6.32011714299679	6.25043815570824	6.46607629918136	6.56785971356982	6.57574280054702	6.09898326716769	6.11623012272053	6.25982248405301
3.98002315645014	4.41691699396052	4.63348035666628	4.49226928211006	4.69038707248477	4.49740553493319	4.94032989557768	4.85848194747812	4.77692142694784	4.77191856901239	4.7547460642467	4.17104039185551
8.0458935810424	8.00597303000421	7.89292468381411	7.66603318170557	7.35904574377906	7.45041892511683	7.34061384500205	6.83055371351983	6.74899109007163	8.22489598280217	8.25942394702011	7.92228997132524
5.00751588836738	4.82988240804936	4.79385431168607	5.17269163886418	4.96278116538162	4.98119043621862	4.81884496172483	4.69301767430901	4.55489564650431	4.65076339582362	4.61778757231579	4.58065876809492
3.7200047290019	3.65379666007243	3.89761788972641	3.76854102835947	3.98852102653807	3.75782294079184	4.7907938690397	4.38271436522257	4.26254970632206	4.14520773082796	4.26729731310613	3.95583429530383
5.54880030310664	5.48095184429819	5.57970268637348	5.67149134370023	5.64300817785497	5.56185279847089	5.26935336496081	4.84004444677364	4.669114797803	5.1393836195864	5.04392791751399	5.30064683563396
4.91666203617515	5.05878762883056	5.17064389444696	5.45518376417025	5.53619663888245	5.4797165955718	5.92147919068553	5.69789384097596	5.49617022530803	5.51801233751137	5.53809397176946	5.47539761443429
5.8070555802965	5.97097025245596	6.05757192014878	7.51054237847496	7.45966137526841	7.44384859530808	6.82382574017656	6.20249876369663	5.96992243844444	6.39854010287554	6.35641394042678	6.43024721913181
4.18691791589498	4.51498449229525	4.05137266223574	3.58509610708539	3.74744145745922	3.7949286020126	4.66685074139719	5.00881523747915	4.86060828652953	4.93719535478543	4.90704494561518	4.8770102294696
5.17567207579105	5.09220792508966	5.15885410020965	5.03434868475759	5.08029558258461	5.13516635202406	5.29174552417644	4.89847929675318	5.26060494968833	4.83797447459244	4.86762494523835	4.81019008278254
4.80088168995707	5.11192716909191	5.13703510621629	5.11510394196101	5.28162288075359	5.17060419649174	5.37147655033615	4.92238642336983	5.14653044436456	5.24628630006287	5.18896328335465	5.27955461361511
6.4993296530099	6.67465227736903	6.7449051766974	6.88053409469311	6.71449619040476	6.91910800854586	6.86947671675084	6.85831224767052	6.93873284167416	7.90984203611008	7.72521604539847	7.83154946562191
6.29156233466193	6.22053422079463	6.17254314385175	5.52048472086982	5.3517116893343	5.23355557133686	6.56418077037506	7.16918412584758	7.17333577578426	7.16711904806882	7.24894139987817	7.24756459833489
4.68916428001741	5.20485705285492	5.34327044441236	5.25062569944051	5.36855674723027	5.46995122047385	5.91809188322163	5.96810756437179	5.82568871906772	5.6687046402523	5.6947494697707	5.78969232560422
6.19189430693123	6.37672949504856	6.60682243676434	7.02618315835471	7.09443398045041	7.21328518848898	7.08253477665245	7.12841027225239	7.42385894565004	7.65754432353285	7.43397201875881	7.60810632968933
6.45697899307715	6.47609175131846	6.44851103634035	6.25026768527253	6.33781319184864	6.44327382393878	6.52967725155204	6.75996545313633	6.64071462117629	6.7612522531706	6.70662086593408	6.6591796946839
5.05477038438824	5.14529381530163	5.17882033926558	4.94348939394282	4.97916067417356	5.02441410248842	5.00727820941648	4.72138284789859	4.99398385860984	5.31328057709617	5.28562591539081	5.21551807472811
