k27_temp10_1	k27_temp10_2	k27_temp10_3
7.20864971976105	7.1520126165458	6.96565562674363
2.58134391630223	2.74276345974172	2.66724242685077
6.57111216137459	6.55204944685276	6.52913522169819
9.34089529084179	9.36758136411405	9.42271795198777
5.34886688064179	5.36602809960669	5.35804236268578
5.20872395674329	5.1554089628603	5.13422633125123
7.21156340671194	7.25258796416734	7.40048785861198
7.47113967943052	7.71035702610643	7.70668908144579
7.98710184409057	7.89895415366089	7.86551513328367
12.2581002310334	12.2833296906167	12.2658861476417
11.1080028301656	11.0488213173682	10.9318469853305
5.78622247060217	5.67369412312801	5.66260452022008
7.72917947938017	7.68876201892731	7.79119000329192
8.11400499587519	8.04292342841279	7.96258321260193
8.69570740852195	8.5684553649196	8.58794304677365
5.77470785852399	5.99206041797576	6.22153252374397
10.5238331916491	10.5808671201637	10.6629772034414
4.41085736475141	4.57366379445983	4.32695451040104
6.72660130980997	6.67137183422888	6.68102978496959
6.17693987796847	6.27607076348239	6.42801946221354
7.62845868794069	7.5931959858186	7.58298858791282
7.46991851100234	7.51681648330466	7.4117522391361
4.77850274681777	4.45584163879154	4.55950910321288
9.37152133262429	9.20255249204087	9.27699299033445
4.38143880998919	4.46603616559823	4.40185487497212
5.18593150430116	5.29346830151639	5.22453885258517
5.13332380483666	4.92356369556007	5.09642603541021
11.0583760679179	11.0363751809346	11.1084730458707
5.9961331405902	5.77965360040746	5.80119909270214
3.66987913120861	3.17442718255877	3.41936928430636
9.68743533722902	9.66106224909023	9.73017028226147
5.10326610672913	5.00970985848823	5.15275505377962
2.82787932100056	3.17442718255877	3.37705488563919
6.68560473020947	6.62436548688813	6.56129864263268
11.6624345801841	11.7162197073585	11.6776685408279
9.1102472167451	9.08927791393748	9.2946051348128
4.88786995530674	4.86313519362562	4.51209909538114
6.88370686800304	6.96703645746606	6.82953537937224
10.1675518977187	10.1944093982428	10.2052897707966
9.47553844306447	9.45715036634647	9.35821520170081
9.31907251001243	9.19338147599988	9.08652726770378
4.57602380662547	4.44557455246472	4.60538453422215
8.99967348253592	9.06643633271477	9.08652726770378
5.77084960283294	5.53047866336798	5.67539342282308
7.68865916099675	7.67125018578595	7.86279715145487
6.9650280020136	7.2377927622715	7.22123403968821
9.14559935652019	9.71439420577181	9.12649992767632
8.18642218757683	8.19235263691197	8.26101132323728
4.90880338375473	4.90119860354125	4.72645796862381
4.90185851465012	4.7838559291934	5.00409582392858
7.53094453833007	7.57800527920905	7.38659759334749
7.44776290280645	7.44134053139862	7.38278559529175
5.45308301248321	5.41420577166483	5.46535834980166
4.47730250155198	4.55468300035722	4.17639226783712
3.57035050556724	3.65623757170133	3.73565899876368
8.74903583207942	8.68864037048439	8.68359524176066
5.99944578386943	5.92713608124672	5.96598889129897
3.53562462195014	3.52585679699354	3.70190914028905
5.86440322420443	5.83575865405672	5.86200958022886
5.51409381653981	5.5545613519143	5.53263870552405
9.33192813752422	9.45267346770762	9.40602607941644
8.06585123097097	8.00934491315947	8.0589661839606
7.51206937185356	7.3712180277477	7.36227996331756
11.0438075195864	11.133560672969	11.1576675637554
9.67268012712474	9.7544374946155	9.71870887388487
6.80341050026613	6.67796370955038	6.55218332446958
7.11534803146461	6.98840750818729	6.95365072784899
10.3873659995956	10.445327567421	10.4991691039719
7.09501367107801	7.12009716560832	7.06935584006155
5.18593150430116	5.0441391667708	5.03776550892037
6.22030583739173	6.2615144387619	6.26698498217053
5.25327924902533	5.22308753637713	5.21282451244334
8.15142777979347	8.05309997530512	7.89241209005742
9.10702762024317	8.96724163549113	9.01756198850662
9.00529551585409	8.87321655583233	8.88242660344588
6.50683778117108	6.40616542334038	6.25857292727633
6.88733732976319	6.88774705639636	6.7972116975874
7.78942384251524	7.72528345163648	7.6842383630193
3.38792325919265	3.07134623075756	3.16925514991971
7.24608619640988	7.21531148326544	7.31902640470919
11.459798320242	11.5500201135401	11.526195050291
8.77650723059052	8.68755208711382	8.5884866429795
7.02898295172457	6.84738078450067	6.83329015531468
4.57602380662547	4.43523386632468	4.31592389372497
7.16724229915646	7.09240254628693	7.00771886441265
6.09861469957135	6.17095000400706	6.04335286736801
4.74791549727419	4.68258491431631	4.63221360818228
8.40410908389474	8.42171629379179	8.46416584829497
9.14677637263568	9.16394918385393	9.59682268428359
8.24030768497728	8.07989159002924	7.99351620212095
10.3515721440654	10.2903535086463	10.4435991909824
3.98630135165326	4.25882876095762	4.02161023326282
3.98630135165326	3.90132025198416	3.90815553109756
5.56381858635648	5.36602809960669	5.68806796709105
5.57709407582822	5.54497646921302	5.69645513410343
11.6891482139137	11.7267842559371	11.6551141455301
7.70749918658029	7.72316053802407	7.64671604311402
9.29975341754625	9.36315801968552	9.71723902194943
4.25752421664288	4.11074813793732	4.28230744643115
5.55042259155077	5.38763928342604	5.38954203877584
4.50488801426852	4.30499332585987	4.32695451040104
7.50254048024126	7.64569853627839	7.48582738268826
4.61880309064397	4.48621159292794	4.52170880737186
10.1283492897374	10.098397293506	10.284830398871
9.24867324220455	9.053400795613	9.22523395656168
9.38793210336327	9.29262389562846	9.33593816115217
8.56961891277512	8.49010100978193	8.7032785406113
12.3877003328119	12.3080520622522	12.2439595655269
11.3092912014771	11.1997357346581	11.0373725884444
7.13693770329164	6.94534402553837	6.80870441262616
10.9949649480841	11.0761008473438	11.2592460290429
4.2026561143216	4.22320918482005	4.15174074058547
10.469631051183	10.5957340793833	10.7351848301149
7.40753466862154	7.32436991401054	7.15257654549579
6.83380090670546	6.99017421941766	7.60600105231374
6.89997407208532	6.99897546416568	7.14657684515421
9.77990771001495	9.77020006827335	9.79914172183066
8.75927014467086	8.79756149034088	8.74914120183458
3.93358924965882	4.00284592650341	4.00791517900118
7.58390339565865	7.54353057155783	7.29892071881837
5.80898562567051	5.73398729793264	5.66688032162056
5.69555849175652	5.60616918074602	5.7047929645539
7.90936465682261	7.90271071708409	8.09020551098556
10.5671544812222	10.6272877632478	10.7468499828506
6.83191973122927	6.68015432430589	6.73830735927978
5.90375974218633	6.22296588793421	7.33490810687587
8.5134762923837	8.52036692731383	8.55938485150833
12.255430512324	12.2495397278949	12.3010069094768
6.50683778117108	6.27896448469206	6.30559433275077
12.2126835068937	12.3431503165869	12.3498147180159
4.77850274681777	4.84762408138651	4.48287275913591
4.23582114960575	4.28209570954805	4.12665288053389
8.73976387302798	8.67277933234213	8.62602947186781
4.22484874247162	4.27050914493186	4.25944522354848
8.52308271824038	8.29023837105663	8.5027934195328
9.22877475699963	9.41766228615051	9.43413676070065
6.5231707126695	6.40880982286972	6.34582675238001
