k4_temp10_1	k4_temp10_2	k4_temp10_3	k4_temp14_1	k4_temp14_2	k4_temp14_3	k4_temp20_1	k4_temp20_2	k4_temp20_3	k4_temp24_1	k4_temp24_2	k4_temp24_3	k4_temp26_1	k4_temp26_2	k4_temp26_3
5.03183638067525	4.50603243552737	4.77209154168787	4.7430839798781	4.74608252162965	4.57842818446433	4.87038592941763	4.39743191127781	4.62472886801229	4.52151274535637	4.69869057735042	4.94062771156943	4.66843271077416	4.55299469702999	4.62100109321147
8.81038167076036	8.70450937831856	8.88725350195676	8.72493021369275	8.68621016844416	8.70953387182145	8.64580471190019	8.66347196811727	8.67848600751281	8.65995733855219	8.73174494019101	8.58113033871408	8.8358100466659	8.55193438901725	8.80888906695862
8.52241040264913	8.54456744386068	8.41149456319362	8.58758102229324	8.53282263228619	8.47824283293195	8.55900274539849	8.48443628463187	8.58611672756466	8.52761113271518	8.49502117167122	8.34752005832431	8.088377567189	8.68936908926187	8.39389234896802
9.25394435661698	9.23218374554194	9.26770453385284	9.20730423740404	9.24638636432844	9.26020470433684	9.24636840266702	9.28317981054284	9.28554545656715	9.27352765286968	9.3791244935431	9.35923045951047	9.41884449495997	9.35565067218173	9.30383903554999
4.98676948154511	4.85283107326645	4.49980205681738	4.47534079400555	4.76956820660283	4.65601288892201	4.5800147683687	4.62216729268949	4.73935441059055	4.71936854848218	4.65952722762439	4.84545383961119	4.5354228808472	4.63640067557098	4.60929631602172
9.65658099789447	9.63236909718654	9.63327268101978	9.70419010155662	9.66599021759829	9.64537751182184	9.59765704821324	9.62348135785666	9.61354487407738	9.54931121069934	9.51906151515198	9.41818641761386	9.57415832381989	9.64146866902665	9.60814135384548
8.79411847517316	8.84404289841769	8.84842164670192	8.88903433863974	8.84456658010958	8.86704902206213	8.80415789917324	8.77763140604713	8.82673883698392	8.75337819683305	8.77143082718176	8.60129577142071	8.91429344266557	8.74153526441766	8.78438564013148
4.79519709461979	5.03775717189376	4.89038090625677	4.63471080857417	4.69979294503204	4.67206041934999	4.62648964976328	4.58563586415	4.48684694485225	4.59217379755067	4.58472201085818	4.96728081128046	4.82627718242892	4.86654167056391	4.63335355264387
8.70888141496604	8.66167052914449	8.7423771611207	8.70222341157928	8.69822292441939	8.60690106641209	8.52152754489498	8.58836706070359	8.52017101768069	8.44310809206637	8.57788707402477	8.44358900504025	8.50221604742534	8.3721315312654	8.52693913918551
4.43731976836873	4.6689173153779	4.32779211052706	4.78830431402385	4.74164857177506	4.38826521833577	4.78909433535068	4.77691718330009	4.56615250614817	4.47330221032583	4.57922235839482	4.48031941264458	4.72193284036662	4.90520939547261	4.57264672375135
5.20032661857992	4.98128098608436	4.93965547068062	4.99962661517633	4.93024779398773	5.05906623270279	4.94580581161382	4.83605568127135	4.74165730536024	4.81146425000522	5.03685207217649	5.00880807865434	4.68335002662558	4.55778527122151	5.01786265339606
4.52513525223903	4.44099907180508	4.52904888309288	4.7755450632265	4.46991152841682	4.5362123469812	4.39485786297694	4.56926373840535	4.50072050656186	4.42531035768046	4.44140346671168	4.1927952303541	4.61807222984098	4.27241822275195	4.49672294662469
8.84507488300327	8.84661936666833	8.7337026291525	8.78299104087182	8.74838782462654	8.70242095351265	8.57150046944246	8.56229385955549	8.57113293898038	8.51976474652014	8.53971715895553	8.26494558557058	8.45392605094774	8.5511488941719	8.67672025983418
6.60712782821088	6.70116785264821	6.61120686794275	6.81281332878921	6.48600439218783	6.5866195733392	7.07396157650718	6.89341289101536	6.99860487847307	6.94867884230634	7.05648472108263	7.10441637373468	6.75169054968134	7.17405483134665	6.71801603211596
9.40303694335551	9.44288844145431	9.46398746279136	9.49427979818904	9.43650867121493	9.45614885904282	9.45884417843507	9.4254563662419	9.47679135888032	9.52152345092077	9.52868874350661	9.49233879461512	9.64729352012641	9.51819580472744	9.40225597510891
5.04714592460722	5.11993202959137	5.07715509189894	4.929852794863	5.11502902971795	5.13007695487503	4.88824628091401	4.9871010638418	4.89190951187309	5.09351828714297	4.91442461252856	4.87668570123243	4.92785412751633	4.83794673328156	4.9748981116156
