k4_temp10_1	k4_temp10_2	k4_temp10_3	k4_temp14_1	k4_temp14_2	k4_temp14_3	k4_temp20_1	k4_temp20_2	k4_temp20_3	k4_temp24_1	k4_temp24_2	k4_temp24_3	k4_temp26_1	k4_temp26_2	k4_temp26_3
28.1076553237616	20.1201435003626	29.8374593269782	26.9011463142501	23.8350897808244	20.8709122482495	28.8313075802923	19.8548891246263	23.5770855797471	20.9598622191023	23.9440635779254	36.3115321968016	31.6838898311546	35.1489775162441	29.4018095990558
475.469955705768	493.818304606726	528.612898822734	502.660935565463	364.279622150267	362.728724907076	440.95801898183	409.444520267504	419.612434495246	296.990590087619	347.83257950298	248.993363635211	656.120551920159	503.675348084124	456.316084977345
381.70625054177	435.863543437203	373.858912014899	452.329758590415	325.348975508253	306.87970972426	419.151598527701	363.895068746302	397.826013643075	275.201806763807	298.142211002555	218.445566707743	391.428055622389	564.093590517452	345.294851931311
675.441976787797	731.542174007749	714.985685812889	716.351492981079	545.029052988185	539.165233079778	654.046261808762	621.508083943134	622.852881075091	439.565020097784	533.592169518821	400.003227691751	978.900179575046	839.015593036399	631.315655710925
27.2494063062421	25.5875737993742	24.71610436787	22.3453070190948	24.2323412771715	22.0304073731522	23.5626422356703	23.1918452800257	25.5169723679541	24.0387120365976	23.3004059548629	34.0060380890682	28.8785454190211	37.2389167199126	29.1665951222633
908.242022789944	974.077382071902	936.317287089131	1016.3860522763	733.127636508525	707.871773753127	826.741403660259	784.017848711084	773.119496130821	525.535980386306	583.411269543859	406.343336488018	1085.99832801473	999.560922772757	774.326057600732
473.753457670729	546.743029901158	517.924853690682	565.357962055933	407.580035252098	405.630044528478	490.278580680097	442.146690590418	463.036054138957	314.990019789899	356.200128602793	249.569737162144	692.425009018357	570.173413655397	447.14272038244
23.8164102361644	29.0867291907416	32.2868030030735	24.9486437591835	23.0405867881303	22.223656560636	24.4407531264407	22.6913018567158	21.4879767309088	22.0256179251584	22.1418222333503	36.8879057237349	35.4793558005116	43.6987288039791	29.6370240758482
437.921561189293	475.447738802047	473.391332307133	491.813699148427	365.868628135655	336.44683540928	406.858046056916	390.090174566187	378.427145761004	257.912880865564	314.491114628342	230.549410773343	521.133979618678	449.526923261802	377.284020775083
18.6669161310478	22.5258128319277	22.0440930848571	27.768925227613	23.8350897808244	18.3586728109602	27.0750857987516	25.6945623965752	22.5325311553279	20.249358415065	22.0130907087378	26.5131822389345	32.6740113883782	44.8386956423438	28.460951691886
31.3260891394595	27.9932431309393	32.9548058238267	32.1078197944275	26.8144760034275	28.7941289350849	31.0265848072181	27.3630404742749	25.9646385498481	25.6965542460181	30.3806398085505	37.4642792506683	32.6740113883782	35.3389719893048	38.5751741939611
19.9542896573269	19.2453546525207	25.606774795541	27.5519804992723	19.8625748173537	20.4844138732819	20.3429023028458	22.0239106256359	21.3387546702774	19.5388546110276	19.9533863149378	21.9021940234676	30.0336872357819	28.8791599052384	27.0496648311313
483.408759117823	542.150388449988	472.277994272544	521.318182202766	379.375179011456	360.023236282303	420.322413048728	382.582023216539	391.111020914666	271.057201240255	305.60863943008	202.307107953609	503.806852367265	506.905254126158	417.740910783384
